file_id,filename,content_type,file_size,dataset_doi
1549155,imputeme.R,text/plain; charset=US-ASCII,5421,doi:10.7910/DVN/OTF0JB
1549095,new data commands.R,text/plain; charset=US-ASCII,3363,doi:10.7910/DVN/OTF0JB
1549092,Replication Commands - All.R,text/plain; charset=US-ASCII,6240,doi:10.7910/DVN/OTF0JB
1549161,final paper code.R,text/plain; charset=US-ASCII,61335,doi:10.7910/DVN/9EPJON
1544592,AhlquistAPSR2010replicationCode.R,text/plain; charset=US-ASCII,27665,doi:10.7910/DVN/92YTR4
2139475,APSR_hyp_tests2.do,text/x-stata-syntax; charset=US-ASCII,19308,doi:10.7910/DVN/FHQOQI
2296256,Hagerdal and Masterson Arab Media Rep Code.R,text/plain; charset=US-ASCII,12156,doi:10.7910/DVN/PX85ZN
2298523,APSRReplicationZiblatt.do,text/x-stata-syntax; charset=US-ASCII,8046,doi:10.7910/DVN/FFXKHO
2419495,Aggregate level models.do,text/x-stata-syntax; charset=US-ASCII,3663,doi:10.7910/DVN/CTQKJA
2419496,Individual level models.do,text/x-stata-syntax; charset=US-ASCII,530,doi:10.7910/DVN/CTQKJA
2440455,Quality_Over_Quantity_2013APSR_Replication_Code.do,text/x-stata-syntax; charset=US-ASCII,3179,doi:10.7910/DVN/WC8DPI
2436084,IchinoNathan_APSR_pollingstation_analysis.R,text/plain; charset=US-ASCII,8758,doi:10.7910/DVN/IQW9LQ
2436082,IchinoNathan_APSR_survey_analysis.do,text/x-stata-syntax; charset=US-ASCII,10053,doi:10.7910/DVN/IQW9LQ
2436086,IchinoNathan_APSR_survey_figures.R,text/plain; charset=US-ASCII,42161,doi:10.7910/DVN/IQW9LQ
2443695,dj_mendelbergkarpowitzgoedert_tablecode.do,text/x-stata-syntax; charset=US-ASCII,10250,doi:10.7910/DVN/NUACCP
2435230,model-FamilyHarm.R,text/plain; charset=US-ASCII,4113,doi:10.7910/DVN/CXNXEZ
2435229,model-ManteqaHarm.R,text/plain; charset=US-ASCII,4107,doi:10.7910/DVN/CXNXEZ
2435228,model-NoCovariates.R,text/plain; charset=US-ASCII,5116,doi:10.7910/DVN/CXNXEZ
2435223,model-ProTaliban.R,text/plain; charset=US-ASCII,4298,doi:10.7910/DVN/CXNXEZ
2435231,ModelVillageDistrictProvinceCovariates.R,text/plain; charset=US-ASCII,4920,doi:10.7910/DVN/CXNXEZ
2435224,replication.R,text/plain; charset=US-ASCII,109053,doi:10.7910/DVN/CXNXEZ
2446391,1_Figure2.R,text/plain; charset=US-ASCII,712,doi:10.7910/DVN1/22691
2446419,2_Figure2.R,text/plain; charset=US-ASCII,712,doi:10.7910/DVN1/22691
2446405,Figure3.R,text/plain; charset=US-ASCII,1192,doi:10.7910/DVN1/22691
2446402,Figure5RCode.R,text/plain; charset=US-ASCII,5801,doi:10.7910/DVN1/22691
2446399,Figure6RCode.R,text/plain; charset=US-ASCII,6031,doi:10.7910/DVN1/22691
2446400,Figure7RCode.R,text/plain; charset=US-ASCII,2589,doi:10.7910/DVN1/22691
2446428,Figure8RCode.R,text/plain; charset=US-ASCII,6358,doi:10.7910/DVN1/22691
2446427,Figure9RCode.R,text/plain; charset=US-ASCII,1914,doi:10.7910/DVN1/22691
2446393,ReadMeAWWInnerMongoliaFuZhouCIs.R,text/plain; charset=US-ASCII,4532,doi:10.7910/DVN1/22691
2446406,ReadMeFoodPricesCorruptionOneChildCIs.R,text/plain; charset=US-ASCII,2256,doi:10.7910/DVN1/22691
2446418,ReadmeRandomCIs.R,text/plain; charset=US-ASCII,2137,doi:10.7910/DVN1/22691
2448952,samii-bdi-army-apsr-rep.do,text/x-stata-syntax; charset=US-ASCII,12930,doi:10.7910/DVN/23402
2433440,ReplicationCellPhonesIVandPanel.do,text/x-stata-syntax; charset=US-ASCII,3524,doi:10.7910/DVN/V7C4V9
2433442,ReplicationCellPhones.R,text/plain; charset=US-ASCII,37028,doi:10.7910/DVN/V7C4V9
2446200,MaleskySchulerTran_replicationApril2013_em.do,text/x-stata-syntax; charset=US-ASCII,43242,doi:10.7910/DVN1/22636
2509563,Create Figure 3.R,text/plain; charset=US-ASCII,4884,doi:10.7910/DVN/26564
2509565,Create Figure 4.R,text/plain; charset=US-ASCII,5535,doi:10.7910/DVN/26564
2475033,Estim Nonmet Vector Model.R,text/plain; charset=US-ASCII,5185,doi:10.7910/DVN/26564
2509569,Run Circ Reg and Create Figure 5.R,text/plain; charset=US-ASCII,4955,doi:10.7910/DVN/26564
2498181,analysis_NEWBLOCKS.R,text/plain; charset=US-ASCII,18509,doi:10.7910/DVN/27192
2498180,appendix_final_NEWBLOCKS.R,text/plain; charset=US-ASCII,31407,doi:10.7910/DVN/27192
2498168,functions_final_NEWBLOCKS.R,text/plain; charset=US-ASCII,13052,doi:10.7910/DVN/27192
2498179,GHS.replicate_NEWBLOCKS.R,text/plain; charset=US-ASCII,1035,doi:10.7910/DVN/27192
2498176,prepare_NEWBLOCKS.r,text/plain; charset=US-ASCII,1956,doi:10.7910/DVN/27192
2498171,print.all.tables.NEWBLOCKS.R,text/plain; charset=US-ASCII,1364,doi:10.7910/DVN/27192
2491896,Data analysis.do,text/x-stata-syntax; charset=US-ASCII,14541,doi:10.7910/DVN/26937
2512330,Replication_main_September2014_Finalv2.R,text/plain; charset=US-ASCII,65189,doi:10.7910/DVN/28158
2512329,Replication_SI_September2014_final.R,text/plain; charset=US-ASCII,72232,doi:10.7910/DVN/28158
2499578,replicationdofile-CarpenterandMoore-WhenCanvassersBecameActivistsAPSR2014.do,text/x-stata-syntax; charset=US-ASCII,3574,doi:10.7910/DVN/27176
2730701,1st stage Final APSR.do,application/x-stata-syntax,5530,doi:10.7910/DVN/K7292I
2730704,2nd stage Final APSR.do,application/x-stata-syntax,9749,doi:10.7910/DVN/K7292I
2730708,FGLS.do,application/x-stata-syntax,809,doi:10.7910/DVN/K7292I
2676751,dhb2015apsr-modellinks-QAPiters.R,text/plain; charset=US-ASCII,3033,doi:10.7910/DVN/A1GIMB
2676758,gaming.replication.R,text/plain; charset=US-ASCII,10470,doi:10.7910/DVN/A1GIMB
2676755,infer_networks.R,text/plain; charset=US-ASCII,14810,doi:10.7910/DVN/A1GIMB
2676760,lottery.replication.R,text/plain; charset=US-ASCII,9631,doi:10.7910/DVN/A1GIMB
2676756,pooled.replication.R,text/plain; charset=US-ASCII,9654,doi:10.7910/DVN/A1GIMB
2676762,punishment.replication.R,text/plain; charset=US-ASCII,10769,doi:10.7910/DVN/A1GIMB
2676761,smoking.replication.R,text/plain; charset=US-ASCII,12255,doi:10.7910/DVN/A1GIMB
2679495,city_analysis_file0_create_finaldata.r,text/plain; charset=US-ASCII,3905,doi:10.7910/DVN/AXVEXM
2679498,city_analysis_replication.R,text/plain; charset=US-ASCII,62622,doi:10.7910/DVN/AXVEXM
2679494,regression.jags,text/plain; charset=US-ASCII,1402,doi:10.7910/DVN/AXVEXM
2680574,20130702_APSR_30indicators0608.do,application/x-stata-syntax,5271,doi:10.7910/DVN/IUG2C4
2680580,20130702_APSR_30indicators0810.do,application/x-stata-syntax,5278,doi:10.7910/DVN/IUG2C4
2680589,20130702_APSR_BudgetTransfers.do,application/x-stata-syntax,5073,doi:10.7910/DVN/IUG2C4
2680590,20130702_APSR_Hawthorne.do,application/x-stata-syntax,2529,doi:10.7910/DVN/IUG2C4
2680577,20130702_APSR_MechanismCorruption.do,application/x-stata-syntax,7762,doi:10.7910/DVN/IUG2C4
2680576,20130702_APSR_MonteCarlo.do,application/x-stata-syntax,4012,doi:10.7910/DVN/IUG2C4
2680592,20130702_APSR_RandomizationInferenceGraphs.do,application/x-stata-syntax,9054,doi:10.7910/DVN/IUG2C4
2680583,20130702_APSR_SOEs.do,application/x-stata-syntax,21709,doi:10.7910/DVN/IUG2C4
2680599,20130927_APSR_ate.do,application/x-stata-syntax,7147,doi:10.7910/DVN/IUG2C4
2685217,Functions.R,text/plain; charset=US-ASCII,34547,doi:10.7910/DVN/DK4FXA
2685220,RepCode.R,text/plain; charset=US-ASCII,41494,doi:10.7910/DVN/DK4FXA
2544446,Berliner_Erlich2015_code.R,text/plain; charset=US-ASCII,16497,doi:10.7910/DVN/29347
2696851,model-FamilyHarm.R,type/x-r-syntax,4113,doi:10.7910/DVN/WBI9RT
2696842,model-ManteqaHarm.R,type/x-r-syntax,4107,doi:10.7910/DVN/WBI9RT
2696836,model-NoCovariates.R,type/x-r-syntax,5116,doi:10.7910/DVN/WBI9RT
2696835,model-ProTaliban.R,type/x-r-syntax,4298,doi:10.7910/DVN/WBI9RT
2696850,ModelVillageDistrictProvinceCovariates.R,type/x-r-syntax,4920,doi:10.7910/DVN/WBI9RT
2696840,replication.R,type/x-r-syntax,109053,doi:10.7910/DVN/WBI9RT
2808064,Figure_1.R,type/x-r-syntax,6614,doi:10.7910/DVN/ZFS7LI
2808062,Figure_4.R,type/x-r-syntax,9311,doi:10.7910/DVN/ZFS7LI
2808059,Figure_A10.R,type/x-r-syntax,12931,doi:10.7910/DVN/ZFS7LI
2808060,Figure_A11.R,type/x-r-syntax,11901,doi:10.7910/DVN/ZFS7LI
2808065,Figure_A1.R,type/x-r-syntax,23540,doi:10.7910/DVN/ZFS7LI
2808049,Figure_A3.R,type/x-r-syntax,7040,doi:10.7910/DVN/ZFS7LI
2808047,Figure_A4.R,type/x-r-syntax,7364,doi:10.7910/DVN/ZFS7LI
2808054,Figure_A5.R,type/x-r-syntax,13992,doi:10.7910/DVN/ZFS7LI
2808051,Figure_A7.R,type/x-r-syntax,6254,doi:10.7910/DVN/ZFS7LI
2808057,Figure_A8.R,type/x-r-syntax,7597,doi:10.7910/DVN/ZFS7LI
2808061,Figure_A9.R,type/x-r-syntax,6706,doi:10.7910/DVN/ZFS7LI
2808055,Figures_2_A2.R,type/x-r-syntax,9664,doi:10.7910/DVN/ZFS7LI
2808050,Figures_3_A6.R,type/x-r-syntax,11665,doi:10.7910/DVN/ZFS7LI
2808056,Medicaid_2008_11_average_effects.R,type/x-r-syntax,28104,doi:10.7910/DVN/ZFS7LI
2808048,Medicaid_2010_05_average_effects.R,type/x-r-syntax,17343,doi:10.7910/DVN/ZFS7LI
2808063,tables_Experiment_1.R,type/x-r-syntax,6092,doi:10.7910/DVN/ZFS7LI
2808058,tables_Experiment_2.R,type/x-r-syntax,2484,doi:10.7910/DVN/ZFS7LI
2867885,ReplicationCellPhonesIVandPanel.do,application/x-stata-syntax,3524,doi:10.7910/DVN/QR73H6
2867884,ReplicationCellPhones.R,type/x-r-syntax,37028,doi:10.7910/DVN/QR73H6
2851599,sexton-afghanistan-apsr-replication-dependency.do,application/x-stata-syntax,13435,doi:10.7910/DVN/BUQJIN
2851598,sexton-afghanistan-apsr-replication.do,application/x-stata-syntax,23461,doi:10.7910/DVN/BUQJIN
2776506,script_01_set_up_data_with_simulations.R,type/x-r-syntax,29560,doi:10.7910/DVN/YMMSIC
2776499,script_02_create_objects_for_graphs.R,type/x-r-syntax,3553,doi:10.7910/DVN/YMMSIC
2776504,script_03_senate_analyses.R,type/x-r-syntax,88879,doi:10.7910/DVN/YMMSIC
2776505,script_04_president_analyses.R,type/x-r-syntax,115958,doi:10.7910/DVN/YMMSIC
2776511,script_05_descriptive_analyses.R,type/x-r-syntax,5584,doi:10.7910/DVN/YMMSIC
2776507,script_to_run_all_scripts.R,type/x-r-syntax,381,doi:10.7910/DVN/YMMSIC
2794357,00-checkDependencies.r,type/x-r-syntax,128,doi:10.7910/DVN/HAU0EX
2794232,02-aggregateTimes.r,type/x-r-syntax,3808,doi:10.7910/DVN/HAU0EX
2794422,05-summarizeTimes.r,type/x-r-syntax,7200,doi:10.7910/DVN/HAU0EX
2794195,08-summarizeMC.r,type/x-r-syntax,3082,doi:10.7910/DVN/HAU0EX
2794438,11-summarizePointEstimates.r,type/x-r-syntax,10850,doi:10.7910/DVN/HAU0EX
2794333,12-compareIntervals.r,type/x-r-syntax,2286,doi:10.7910/DVN/HAU0EX
2794215,binIRT simulation.R,type/x-r-syntax,910,doi:10.7910/DVN/HAU0EX
2794354,bootstrap-vi.R,type/x-r-syntax,3611,doi:10.7910/DVN/HAU0EX
2794285,comparisons.R,type/x-r-syntax,4725,doi:10.7910/DVN/HAU0EX
2794243,estimate-anymiscmethod-all.R,type/x-r-syntax,5485,doi:10.7910/DVN/HAU0EX
2794445,estimate-big-fastX.R,type/x-r-syntax,4569,doi:10.7910/DVN/HAU0EX
2794453,estimate-big-wnominate.R,type/x-r-syntax,3735,doi:10.7910/DVN/HAU0EX
2794278,estimateForKosuke.R,type/x-r-syntax,1655,doi:10.7910/DVN/HAU0EX
2794408,estimator.R,type/x-r-syntax,6519,doi:10.7910/DVN/HAU0EX
2794427,figures.R,type/x-r-syntax,8028,doi:10.7910/DVN/HAU0EX
2794393,hierarchical montecarlo.R,type/x-r-syntax,2855,doi:10.7910/DVN/HAU0EX
2794284,hierIRT_us_congress.R,type/x-r-syntax,7251,doi:10.7910/DVN/HAU0EX
2794265,mq_bootstrap.R,type/x-r-syntax,2023,doi:10.7910/DVN/HAU0EX
2794335,network.r,type/x-r-syntax,4172,doi:10.7910/DVN/HAU0EX
2794409,prep.analysis.R,type/x-r-syntax,852,doi:10.7910/DVN/HAU0EX
2794251,runPBS.r,type/x-r-syntax,2345,doi:10.7910/DVN/HAU0EX
2794421,runtime_plot.R,type/x-r-syntax,691,doi:10.7910/DVN/HAU0EX
2794371,simulation.R,type/x-r-syntax,3057,doi:10.7910/DVN/HAU0EX
2794458,simulator.R,type/x-r-syntax,1196,doi:10.7910/DVN/HAU0EX
2794424,varinf_3cat.R,type/x-r-syntax,2778,doi:10.7910/DVN/HAU0EX
2789922,blorasim_ri_embed.ado,text/plain; charset=US-ASCII,12888,doi:10.7910/DVN/QWXPUA
2789916,Do_Blora_Analysis.do,application/x-stata-syntax,19178,doi:10.7910/DVN/QWXPUA
2789921,Do_Blora_Figures.do,application/x-stata-syntax,15092,doi:10.7910/DVN/QWXPUA
2789918,Do_qvalues.do,application/x-stata-syntax,4328,doi:10.7910/DVN/QWXPUA
2961466,mri_replication.do,application/x-stata-syntax,2429,doi:10.7910/DVN/NNBZP7
2789847,kriner_reeves_apsr_2015_replication.do,application/x-stata-syntax,4074,doi:10.7910/DVN/HQXKJ9
2799364,RC_APSR_ModelsDailyAfricaRainData.do,application/x-stata-syntax,2319,doi:10.7910/DVN/T1JZ0L
2799365,RC_APSR_ModelsDailyAfricaRainDataMatching.do,application/x-stata-syntax,2666,doi:10.7910/DVN/T1JZ0L
7678229,RC_APSR_ModelsDailyAfricaRainDataMatching_RevisedNov23.do,application/x-stata-syntax,2694,doi:10.7910/DVN/T1JZ0L
7678225,RC_APSR_ModelsDailyAfricaRainData_RevisedNov23.do,application/x-stata-syntax,2361,doi:10.7910/DVN/T1JZ0L
3042251,APSR Replication - wordscores.R,type/x-r-syntax,4282,doi:10.7910/DVN/NEIYVD
3041889,Script1-DataManagment.R,type/x-r-syntax,27286,doi:10.7910/DVN/NEIYVD
3041567,Script2-RebelVoteModelsPlots.r,type/x-r-syntax,10931,doi:10.7910/DVN/NEIYVD
3041481,Script3-RebVoteExtremismScores.R,type/x-r-syntax,13845,doi:10.7910/DVN/NEIYVD
3041654,Script4-RebelSpeechModelsPlots.R,type/x-r-syntax,8119,doi:10.7910/DVN/NEIYVD
3041621,Script5-WelfareRebels.R,type/x-r-syntax,1000,doi:10.7910/DVN/NEIYVD
3041507,Script6-Dictionary.R,type/x-r-syntax,7243,doi:10.7910/DVN/NEIYVD
3041449,Script7-Amendments and Readings.R,type/x-r-syntax,4125,doi:10.7910/DVN/NEIYVD
3041490,Script8-BraunReplication_subsetvotes.R,type/x-r-syntax,12296,doi:10.7910/DVN/NEIYVD
3042083,Script9-Check Lab Rebels PrePost Blair.R,type/x-r-syntax,6227,doi:10.7910/DVN/NEIYVD
2914352,Pietryka_DeBats_APSR2017_Models.R,type/x-r-syntax,6846,doi:10.7910/DVN/UTAP1V
3009726,01_pilot_tables_stata.do,application/x-stata-syntax,2164,doi:10.7910/DVN/YFPCBP
2970194,Figure_3.R,type/x-r-syntax,17062,doi:10.7910/DVN/Q8VDN0
2970201,Figure_A1.R,type/x-r-syntax,3311,doi:10.7910/DVN/Q8VDN0
2970195,Figure_A2.R,type/x-r-syntax,5600,doi:10.7910/DVN/Q8VDN0
2970199,Figures_1_2_A3.R,type/x-r-syntax,18450,doi:10.7910/DVN/Q8VDN0
2970200,URL_dataCoding.R,type/x-r-syntax,3651,doi:10.7910/DVN/Q8VDN0
3051050,DFGN APSR Replication.do,application/x-stata-syntax,32576,doi:10.7910/DVN/X7AMNO
3051051,merge_replication.do,application/x-stata-syntax,4451,doi:10.7910/DVN/X7AMNO
2914113,APSR (Democracy at Work).do,application/x-stata-syntax,6896,doi:10.7910/DVN/KDSF60
3013113,create_aspiration_variable_using_all_aspirations_data_2017_April.do,application/x-stata-syntax,4746,doi:10.7910/DVN/EY2I6M
3013117,Plots.R,type/x-r-syntax,2080,doi:10.7910/DVN/EY2I6M
3013118,Tocqueville_Replication.do,application/x-stata-syntax,15105,doi:10.7910/DVN/EY2I6M
3031923,APSR_replication_main_text_analysis.do,application/x-stata-syntax,13157,doi:10.7910/DVN/V7SQRW
3091588,appendix_bdbest.do,application/x-stata-syntax,12723,doi:10.7910/DVN/SJ8ER9
3091460,appendix_comparingwords.do,application/x-stata-syntax,2750,doi:10.7910/DVN/SJ8ER9
3091442,appendix_foundtopics.do,application/x-stata-syntax,1546,doi:10.7910/DVN/SJ8ER9
3091516,appendix_logit.do,application/x-stata-syntax,14935,doi:10.7910/DVN/SJ8ER9
3091638,appendix_prepareonlyintersection.do,application/x-stata-syntax,5640,doi:10.7910/DVN/SJ8ER9
3091481,appendix_prepareonlyintersection_nofe.do,application/x-stata-syntax,5346,doi:10.7910/DVN/SJ8ER9
3091582,appendix_robust_bdhigh.do,application/x-stata-syntax,13376,doi:10.7910/DVN/SJ8ER9
3091484,appendix_robustness.do,application/x-stata-syntax,10174,doi:10.7910/DVN/SJ8ER9
3091617,appendix_twobefore.do,application/x-stata-syntax,8614,doi:10.7910/DVN/SJ8ER9
3091576,appendix_wardshort.do,application/x-stata-syntax,11424,doi:10.7910/DVN/SJ8ER9
3091553,fig1.do,application/x-stata-syntax,3828,doi:10.7910/DVN/SJ8ER9
3091497,fig2.do,application/x-stata-syntax,812,doi:10.7910/DVN/SJ8ER9
3091461,fig4.do,application/x-stata-syntax,8099,doi:10.7910/DVN/SJ8ER9
3091551,fig5.do,application/x-stata-syntax,3948,doi:10.7910/DVN/SJ8ER9
3091539,fig6.do,application/x-stata-syntax,7547,doi:10.7910/DVN/SJ8ER9
3091554,fig7.do,application/x-stata-syntax,12006,doi:10.7910/DVN/SJ8ER9
3091626,fig8.do,application/x-stata-syntax,3727,doi:10.7910/DVN/SJ8ER9
3091504,figE10.do,application/x-stata-syntax,8225,doi:10.7910/DVN/SJ8ER9
3091579,figE13.do,application/x-stata-syntax,7537,doi:10.7910/DVN/SJ8ER9
3091604,figE14.do,application/x-stata-syntax,7268,doi:10.7910/DVN/SJ8ER9
3091490,figE15.do,application/x-stata-syntax,8322,doi:10.7910/DVN/SJ8ER9
3091632,figE16.do,application/x-stata-syntax,6159,doi:10.7910/DVN/SJ8ER9
3091569,figE18.do,application/x-stata-syntax,5456,doi:10.7910/DVN/SJ8ER9
3091489,figE19.do,application/x-stata-syntax,8576,doi:10.7910/DVN/SJ8ER9
3091550,figE2_E4_robust.do,application/x-stata-syntax,10441,doi:10.7910/DVN/SJ8ER9
3091512,figE5.do,application/x-stata-syntax,8246,doi:10.7910/DVN/SJ8ER9
3091521,figE6.do,application/x-stata-syntax,8000,doi:10.7910/DVN/SJ8ER9
3091520,figE7b.do,application/x-stata-syntax,9273,doi:10.7910/DVN/SJ8ER9
3091589,figE7 copie.do,application/x-stata-syntax,9251,doi:10.7910/DVN/SJ8ER9
3091559,figE7.do,application/x-stata-syntax,9193,doi:10.7910/DVN/SJ8ER9
3091596,figI1.do,application/x-stata-syntax,3012,doi:10.7910/DVN/SJ8ER9
3091440,figI4.do,application/x-stata-syntax,4917,doi:10.7910/DVN/SJ8ER9
3091567,master_file.do,application/x-stata-syntax,1084,doi:10.7910/DVN/SJ8ER9
3091467,step0_collapsing_topic_shares.do,application/x-stata-syntax,2981,doi:10.7910/DVN/SJ8ER9
3091541,step1_compute_predictions.do,application/x-stata-syntax,13871,doi:10.7910/DVN/SJ8ER9
3091628,step2_compute_roc.do,application/x-stata-syntax,11451,doi:10.7910/DVN/SJ8ER9
3091509,step3_notalltopics.do,application/x-stata-syntax,9900,doi:10.7910/DVN/SJ8ER9
3091526,step4_lasso.do,application/x-stata-syntax,4499,doi:10.7910/DVN/SJ8ER9
3091459,tableG2_G3.do,application/x-stata-syntax,3852,doi:10.7910/DVN/SJ8ER9
3091496,tableH1.do,application/x-stata-syntax,1805,doi:10.7910/DVN/SJ8ER9
3181262,Powersharing_Code.do,application/x-stata-syntax,31050,doi:10.7910/DVN/KGOUYI
3030981,SentimentItReplication.tar,application/x-tar,2488315904,doi:10.7910/DVN/0ZRGEE
3011512,RRP-APSR-ReplicationCode-Main-2017-04-04.do,application/x-stata-syntax,71683,doi:10.7910/DVN/1QZ0JZ
3011513,RRP-APSR-ReplicationCode-Supp-2017-04-04.do,application/x-stata-syntax,10420,doi:10.7910/DVN/1QZ0JZ
3011186,c_Descriptive Stats Cited in Text.R,type/x-r-syntax,1307,doi:10.7910/DVN/T5DKRO
3011183,e_Regressions and Code for Fig 2.R,type/x-r-syntax,19513,doi:10.7910/DVN/T5DKRO
3011192,f_Regressions and Code for Fig 3.R,type/x-r-syntax,20935,doi:10.7910/DVN/T5DKRO
3011198,g_Regressions and Code for Fig 4.R,type/x-r-syntax,19417,doi:10.7910/DVN/T5DKRO
3011197,i_Tables A1 and A2 regressions.do,application/x-stata-syntax,13769,doi:10.7910/DVN/T5DKRO
3011191,k_Descriptive Statistics (Section 5.2).do,application/x-stata-syntax,445,doi:10.7910/DVN/T5DKRO
3011202,l_Ordered Logit (Section 5.3).do,application/x-stata-syntax,6764,doi:10.7910/DVN/T5DKRO
3011185,m_Alternative Indicators (Section 5.4).do,application/x-stata-syntax,23891,doi:10.7910/DVN/T5DKRO
3011189,n_Regressions with Listwise Deletion (Section 5.5).do,application/x-stata-syntax,26848,doi:10.7910/DVN/T5DKRO
3011188,p_Data Prep.R,type/x-r-syntax,7295,doi:10.7910/DVN/T5DKRO
3032389,fig1.do,application/x-stata-syntax,2900,doi:10.7910/DVN/OJQJRM
3032390,HealyPerssonSnowbergReplication.do,application/x-stata-syntax,18688,doi:10.7910/DVN/OJQJRM
3032393,table4.do,application/x-stata-syntax,1319,doi:10.7910/DVN/OJQJRM
3020232,Rogers-Replication Code for Ideological Representation Analyses.do,application/x-stata-syntax,22661,doi:10.7910/DVN/TKU9WH
3020226,Rogers-Replication Code for Individual Roll Call Analyses.do,application/x-stata-syntax,24974,doi:10.7910/DVN/TKU9WH
3057793,1Save_Samples.R,type/x-r-syntax,3948,doi:10.7910/DVN/K3QWZW
3057794,2Poststratify_Samples.R,type/x-r-syntax,3516,doi:10.7910/DVN/K3QWZW
3057795,3Create_Data.R,type/x-r-syntax,9439,doi:10.7910/DVN/K3QWZW
3057796,4Load_and_Prep.R,type/x-r-syntax,10218,doi:10.7910/DVN/K3QWZW
3074949,5Analyze.R,type/x-r-syntax,44958,doi:10.7910/DVN/K3QWZW
3057798,6Figures.R,type/x-r-syntax,9651,doi:10.7910/DVN/K3QWZW
3057799,7Robustness.R,type/x-r-syntax,2108,doi:10.7910/DVN/K3QWZW
3057800,8Tables.R,type/x-r-syntax,14710,doi:10.7910/DVN/K3QWZW
3057801,subsample1Save_Samples.R,type/x-r-syntax,766,doi:10.7910/DVN/K3QWZW
3057802,subsample2Poststratify_Samples.R,type/x-r-syntax,3588,doi:10.7910/DVN/K3QWZW
3057803,subsample3Create_Data.R,type/x-r-syntax,9493,doi:10.7910/DVN/K3QWZW
3057804,subsample4Load_and_Prep.R,type/x-r-syntax,10354,doi:10.7910/DVN/K3QWZW
3057805,subsample5Analyze.R,type/x-r-syntax,44966,doi:10.7910/DVN/K3QWZW
3057806,subsample6Tables.R,type/x-r-syntax,4889,doi:10.7910/DVN/K3QWZW
3035952,administrative_analysis_6-8.do,application/x-stata-syntax,4346,doi:10.7910/DVN/INVDWM
3035987,experimental_analysis_6-23.do,application/x-stata-syntax,12495,doi:10.7910/DVN/INVDWM
3035963,experimental_figures_6-8.R,type/x-r-syntax,11273,doi:10.7910/DVN/INVDWM
3035983,figure2_code.R,type/x-r-syntax,1859,doi:10.7910/DVN/INVDWM
3035980,figure3_code.R,type/x-r-syntax,1048,doi:10.7910/DVN/INVDWM
3035964,kaiser_analysis_submission_6-8.do,application/x-stata-syntax,10622,doi:10.7910/DVN/INVDWM
3051116,Catalinac_10_Calculating_Party-Level_Dispersion.R,type/x-r-syntax,7437,doi:10.7910/DVN/PENDX4
3051145,Catalinac_11_Party-level_Dispersion_Means_Fig8App.R,type/x-r-syntax,3329,doi:10.7910/DVN/PENDX4
3051134,Catalinac_12_Party-Level_Dispersion_Regressions_Chow_PPrFig3.R,type/x-r-syntax,3529,doi:10.7910/DVN/PENDX4
3051118,Catalinac_13_Dispersion_within_LDP_Fig9App.R,type/x-r-syntax,1683,doi:10.7910/DVN/PENDX4
3051146,Catalinac_14_Abs_Dists_Pairs_of_LDP_Cands_Fig4Ppr.R,type/x-r-syntax,3559,doi:10.7910/DVN/PENDX4
3051102,Catalinac_15_IPC_within_LDP.R,type/x-r-syntax,4566,doi:10.7910/DVN/PENDX4
3051142,Catalinac_16_Analysis_of_2009_Fig5&6Ppr.R,type/x-r-syntax,11780,doi:10.7910/DVN/PENDX4
3051107,Catalinac_17_Alternative_Explanations.R,type/x-r-syntax,1412,doi:10.7910/DVN/PENDX4
3051148,Catalinac_1_preprocessing.R,type/x-r-syntax,1768,doi:10.7910/DVN/PENDX4
3051158,Catalinac_2_Number_of_words_Figs1&2App.R,type/x-r-syntax,41783,doi:10.7910/DVN/PENDX4
3051100,Catalinac_3_Running_Wordfish.R,type/x-r-syntax,3984,doi:10.7910/DVN/PENDX4
3051147,Catalinac_4_Validating_Positions_Figs3&4App_Fig1Ppr.R,type/x-r-syntax,47882,doi:10.7910/DVN/PENDX4
3051106,Catalinac_5_Calculating_District-Level_Dispersion.R,type/x-r-syntax,5076,doi:10.7910/DVN/PENDX4
3051154,Catalinac_6_District-Level_Dispersion_Means_Figs5&6App.R,type/x-r-syntax,11303,doi:10.7910/DVN/PENDX4
3051162,Catalinac_7_District-Level_Dispersion_Regressions_Chow_PPrFig2.R,type/x-r-syntax,11219,doi:10.7910/DVN/PENDX4
3051103,Catalinac_8_District-Level_Dispersion_Alternative_Tests.R,type/x-r-syntax,4307,doi:10.7910/DVN/PENDX4
3051171,Catalinac_9_Dispersion_Different_Categories_of_Cand.R,type/x-r-syntax,8570,doi:10.7910/DVN/PENDX4
3035736,bayesian-cc-script-agecat-results.R,type/x-r-syntax,4254,doi:10.7910/DVN/5UMCKK
3035737,bayesian-cc-script-birthcohort-results.R,type/x-r-syntax,4093,doi:10.7910/DVN/5UMCKK
3035738,bayesian-cc-script-constrained-results.R,type/x-r-syntax,13655,doi:10.7910/DVN/5UMCKK
3035739,bayesian-cc-script-main-results.R,type/x-r-syntax,8001,doi:10.7910/DVN/5UMCKK
3035740,bayesian-cc-script-russia-results.R,type/x-r-syntax,8030,doi:10.7910/DVN/5UMCKK
3080264,data-setup.R,type/x-r-syntax,37860,doi:10.7910/DVN/5UMCKK
3035742,king-zeng-approach-constrained-results.R,type/x-r-syntax,5137,doi:10.7910/DVN/5UMCKK
