dataset_doi,interactions,ml_het,hierarchical,variant,any_het,year,deposit_year
doi:10.7910/DVN/HK213D,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/HKOBWC,TRUE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/HL0OUD,TRUE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/HMI4WY,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/HNH7BX,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/HNVBZG,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/HOLUME,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/HOMED8,TRUE,FALSE,FALSE,as_published,TRUE,2023,2023
doi:10.7910/DVN/HPB1CA,TRUE,FALSE,FALSE,as_published,TRUE,2015,2015
doi:10.7910/DVN/HPZWJR,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/HQ1N6A,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/HQKQCQ,TRUE,FALSE,FALSE,as_published,TRUE,2015,2016
doi:10.7910/DVN/HQQJUK,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/HRUQZJ,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/HRUXYI,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/HS9HW3,FALSE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/HTMX3K,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/HUKSID,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/HULLNG,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/HUYOHI,FALSE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/HUZGPJ,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/HVHUIP,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/HWLW0J,TRUE,FALSE,TRUE,as_published,TRUE,2019,2023
doi:10.7910/DVN/HWW8DP,FALSE,FALSE,FALSE,as_published,FALSE,2013,2015
doi:10.7910/DVN/HX6YRD,FALSE,FALSE,FALSE,as_published,FALSE,2022,2022
doi:10.7910/DVN/HXQOCI,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/I0VEMG,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/I1HVCJ,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/I2HEVQ,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/I32PHE,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/I3VHZK,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/I4KVD1,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/I72HB0,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/I8B3VS,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/I9E6EX,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/IANHOG,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/IAPQ3X,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/IBILHS,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/ICBCM2,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/IDI93S,TRUE,FALSE,FALSE,as_published,TRUE,2021,2021
doi:10.7910/DVN/IDXWKA,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/IEQVC7,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/IESQYC,TRUE,FALSE,FALSE,as_published,TRUE,2024,2024
doi:10.7910/DVN/IFZXQX,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/IG6ICN,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/IHMU6B,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/IIE50D,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/IIYGGX,TRUE,FALSE,FALSE,as_published,TRUE,2016,2016
doi:10.7910/DVN/IJ2DW4,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/IK4NUZ,TRUE,FALSE,FALSE,as_published,TRUE,2021,2021
doi:10.7910/DVN/IKM2A4,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/IM0FZN,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/IMBQJB,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/IN2E8O,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/INOLBS,TRUE,FALSE,FALSE,as_published,TRUE,2013,2015
doi:10.7910/DVN/INVDWM,TRUE,FALSE,FALSE,as_published,TRUE,2017,2017
doi:10.7910/DVN/INXGMT,FALSE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/IO89OI,TRUE,FALSE,FALSE,as_published,TRUE,2017,2017
doi:10.7910/DVN/IOAMVW,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/IOVCO4,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/IPFOXC,FALSE,FALSE,FALSE,as_published,FALSE,2024,2024
doi:10.7910/DVN/IPGCTN,TRUE,FALSE,FALSE,as_published,TRUE,2024,2024
doi:10.7910/DVN/IPWGL3,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/IPXFX7,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/IQW9LQ,TRUE,FALSE,TRUE,as_published,TRUE,2013,2013
doi:10.7910/DVN/IROJ12,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/ISBPIH,FALSE,FALSE,FALSE,as_published,FALSE,2022,2022
doi:10.7910/DVN/ITKNX5,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/IUB62M,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/IUG2C4,FALSE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/IUJPYK,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/IUXG2I,FALSE,FALSE,FALSE,as_published,FALSE,2019,2019
doi:10.7910/DVN/IUZDQI,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/IVILML,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/IVPUQT,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/IWTPVO,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/IX1JQG,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/IXTLRP,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/IXWZZO,FALSE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/IYC3GR,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/IYN1YN,TRUE,TRUE,FALSE,as_published,TRUE,2024,2024
doi:10.7910/DVN/IYZWUD,FALSE,FALSE,FALSE,as_published,FALSE,2015,2015
doi:10.7910/DVN/IZC5P1,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/IZWS10,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/J0GBTX,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/J2FA5R,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/J2MNEU,FALSE,FALSE,FALSE,as_published,FALSE,2023,2023
doi:10.7910/DVN/J4KRBG,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/J7RTIW,TRUE,FALSE,FALSE,as_published,TRUE,2023,2023
doi:10.7910/DVN/J7WOKC,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/J9RCVH,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/JADOZL,TRUE,TRUE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/JBXFCE,TRUE,FALSE,FALSE,as_published,TRUE,2022,2022
doi:10.7910/DVN/JCGCT5,FALSE,FALSE,FALSE,as_published,FALSE,2013,2015
doi:10.7910/DVN/JCSOB8,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/JCT3F7,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/JDPNNU,FALSE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/JFQV7S,FALSE,FALSE,FALSE,as_published,FALSE,2019,2019
doi:10.7910/DVN/JGN8KR,TRUE,FALSE,FALSE,as_published,TRUE,2024,2024
doi:10.7910/DVN/JHJJW0,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/JIFKOU,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/JIIICD,FALSE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/JIVKHE,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/JK4FMH,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/JM7LGF,TRUE,FALSE,FALSE,as_published,TRUE,2023,2023
doi:10.7910/DVN/JMNFLR,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/JNEQYJ,FALSE,FALSE,FALSE,as_published,FALSE,2018,2018
doi:10.7910/DVN/JNFMNQ,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/JNV3XO,TRUE,FALSE,TRUE,as_published,TRUE,2022,2024
doi:10.7910/DVN/JO8C7A,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/JORLQM,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/JOXCZY,TRUE,TRUE,FALSE,as_published,TRUE,2016,2016
doi:10.7910/DVN/JOZR5H,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/JPHHJV,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/JPKJSJ,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/JPVEX5,TRUE,TRUE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/JQGLHX,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/JSDUTQ,TRUE,FALSE,FALSE,as_published,TRUE,2017,2017
doi:10.7910/DVN/JSQQSR,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/JSR0OE,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/JTGHQD,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/JTKVX2,FALSE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/JTV6W6,TRUE,FALSE,FALSE,as_published,TRUE,2017,2017
doi:10.7910/DVN/JW5B3P,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/JWCN9A,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/JWJRME,FALSE,FALSE,FALSE,as_published,FALSE,2019,2019
doi:10.7910/DVN/JYJLUB,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/JYKL9M,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/K0BFAG,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/K1XN7Q,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/K2CGSN,FALSE,FALSE,FALSE,as_published,FALSE,2023,2023
doi:10.7910/DVN/K3P78R,TRUE,FALSE,FALSE,as_published,TRUE,2017,2017
doi:10.7910/DVN/K3QWZW,TRUE,FALSE,TRUE,as_published,TRUE,2017,2018
doi:10.7910/DVN/K4L5YI,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/K7292I,FALSE,FALSE,FALSE,as_published,FALSE,2015,2015
doi:10.7910/DVN/K7OCDX,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/K8SC39,TRUE,FALSE,FALSE,as_published,TRUE,2016,2016
doi:10.7910/DVN/KAHHWQ,TRUE,FALSE,FALSE,as_published,TRUE,2022,2022
doi:10.7910/DVN/KAQVNP,TRUE,FALSE,FALSE,as_published,TRUE,2015,2015
doi:10.7910/DVN/KBRXOR,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/KC73TR,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/KDOM7E,TRUE,FALSE,FALSE,as_published,TRUE,2021,2021
doi:10.7910/DVN/KDSF60,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/KDUMRM,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/KEWQJS,TRUE,FALSE,FALSE,as_published,TRUE,2023,2023
doi:10.7910/DVN/KEWY2U,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/KFQOCV,FALSE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/KFSNWU,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/KG2APR,FALSE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/KGHEU4,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/KGK9QO,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/KGOUYI,TRUE,FALSE,TRUE,as_published,TRUE,2017,2019
doi:10.7910/DVN/KGRITG,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/KGVBNC,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/KGZGLT,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/KH9N7W,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/KJ6X76,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/KJWKLR,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/KKEVEA,TRUE,TRUE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/KKQFKA,FALSE,FALSE,FALSE,as_published,FALSE,2019,2019
doi:10.7910/DVN/KKS1R0,TRUE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/KKTXVB,FALSE,FALSE,TRUE,as_published,TRUE,2013,2015
doi:10.7910/DVN/KL36TP,FALSE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/KL7J6Z,TRUE,FALSE,FALSE,as_published,TRUE,2016,2016
doi:10.7910/DVN/KNFPV6,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/KPCLFQ,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/KPJUFL,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/KPS1KY,TRUE,TRUE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/KQJKY0,FALSE,FALSE,FALSE,as_published,FALSE,2020,2020
doi:10.7910/DVN/KQU3RR,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/KRIR6G,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/KRN6TB,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/KRNGAS,TRUE,FALSE,FALSE,as_published,TRUE,2022,2022
doi:10.7910/DVN/KSWI03,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/KTCXTE,FALSE,FALSE,FALSE,as_published,FALSE,2018,2018
doi:10.7910/DVN/KU4OCK,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/KUWA5X,FALSE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/KVIJSY,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/KVPF3F,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/KWPEKK,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/KXDRXB,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/KXIN0A,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/KYI9AR,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/L17KS1,FALSE,FALSE,FALSE,as_published,FALSE,2016,2016
doi:10.7910/DVN/L4IOHC,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/L6WBON,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/L8YLCJ,FALSE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/LAKKDP,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/LAVHXW,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/LBAV1Q,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/LBMRFX,FALSE,FALSE,FALSE,as_published,FALSE,2017,2017
doi:10.7910/DVN/LCCOH6,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/LCDBRU,FALSE,FALSE,FALSE,as_published,FALSE,2016,2017
doi:10.7910/DVN/LCWR7G,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/LD6NL8,TRUE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/LDRTZI,TRUE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/LEKKGT,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/LEV1RR,TRUE,FALSE,FALSE,as_published,TRUE,2021,2021
doi:10.7910/DVN/LFLCMA,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/LFQZVU,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/LGDIZD,TRUE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/LHOTOK,TRUE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/LHTRWM,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/LHWSBT,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/LIIUJK,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/LIJSWE,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/LIXQUW,FALSE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/LJPHFR,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/LJVBT6,TRUE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/LKE1WQ,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/LKRKQJ,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/LLPKNG,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/LLQ5ZL,TRUE,FALSE,FALSE,as_published,TRUE,2024,2024
doi:10.7910/DVN/LNPAOC,TRUE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/LNUYXZ,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/LOBXKJ,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/LP1SQY,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/LTPPVH,TRUE,FALSE,FALSE,as_published,TRUE,2017,2017
doi:10.7910/DVN/LUBZFJ,TRUE,FALSE,FALSE,as_published,TRUE,2013,2015
doi:10.7910/DVN/LUXWMV,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/LVHIYG,TRUE,FALSE,FALSE,as_published,TRUE,2016,2016
doi:10.7910/DVN/LVOSAF,FALSE,FALSE,FALSE,as_published,FALSE,2013,2015
doi:10.7910/DVN/LXFYVH,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/LXIBYP,TRUE,FALSE,TRUE,as_published,TRUE,2018,2018
doi:10.7910/DVN/LXYVSA,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/LZGQOH,TRUE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/LZV8LU,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/M046SB,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/M06IRS,FALSE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/M0LB5V,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/M2E5OI,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/M2QGOZ,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/M3O9O6,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/M402TU,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/M89XMZ,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/M9LGXX,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/M9VJAV,TRUE,FALSE,FALSE,as_published,TRUE,2017,2017
doi:10.7910/DVN/MB2UKU,FALSE,FALSE,FALSE,as_published,FALSE,2019,2019
doi:10.7910/DVN/MB8FGY,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/MBMU7F,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/MCEFXL,TRUE,FALSE,FALSE,as_published,TRUE,2020,2020
doi:10.7910/DVN/MDDS0T,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/MDUHGS,FALSE,FALSE,FALSE,as_published,FALSE,2023,2023
doi:10.7910/DVN/MEIMWN,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/MFFV3C,FALSE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/MGQMTX,FALSE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/MIOVA9,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/MIXK94,FALSE,FALSE,FALSE,as_published,FALSE,2015,2015
doi:10.7910/DVN/MJSMJB,FALSE,FALSE,TRUE,as_published,TRUE,2015,2015
doi:10.7910/DVN/MK5PXM,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/MKW8CS,FALSE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/MKWIHN,TRUE,FALSE,TRUE,as_published,TRUE,2023,2023
doi:10.7910/DVN/MLH2FY,TRUE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/MLJQQN,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/MLTZIE,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/MLZ39X,TRUE,FALSE,TRUE,as_published,TRUE,2024,2024
doi:10.7910/DVN/MM2VWC,TRUE,TRUE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/MME5SS,FALSE,FALSE,FALSE,as_published,FALSE,2021,2021
doi:10.7910/DVN/MMYAOY,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/MO3KOQ,TRUE,FALSE,TRUE,as_published,TRUE,2018,2020
doi:10.7910/DVN/MOL5B3,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/MOTRM2,TRUE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/MP1NSJ,TRUE,FALSE,FALSE,as_published,TRUE,2017,2017
doi:10.7910/DVN/MPBGXL,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/MPJ50I,TRUE,FALSE,TRUE,as_published,TRUE,2022,2022
doi:10.7910/DVN/MPQQC0,FALSE,FALSE,TRUE,as_published,TRUE,2017,2017
doi:10.7910/DVN/MPTSQR,TRUE,FALSE,FALSE,as_published,TRUE,2023,2024
doi:10.7910/DVN/MQRHUZ,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/MQVUUD,FALSE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/MRCC5Z,FALSE,FALSE,FALSE,as_published,FALSE,2024,2024
doi:10.7910/DVN/MS6ZTZ,TRUE,FALSE,FALSE,as_published,TRUE,2019,2019
doi:10.7910/DVN/MSTR3F,FALSE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/MTQEE1,TRUE,FALSE,TRUE,as_published,TRUE,2019,2019
doi:10.7910/DVN/MURIT2,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/MUSFYH,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/MVD5VP,TRUE,FALSE,FALSE,as_published,TRUE,2018,2018
doi:10.7910/DVN/MVDWCS,TRUE,FALSE,FALSE,as_published,TRUE,2021,2021
doi:10.7910/DVN/MVN4DP,TRUE,FALSE,TRUE,as_published,TRUE,2016,2016
doi:10.7910/DVN/MWBXDN,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/MWNBXO,FALSE,FALSE,FALSE,as_published,FALSE,2015,2015
doi:10.7910/DVN/MWS8QF,FALSE,FALSE,TRUE,as_published,TRUE,2022,2025
doi:10.7910/DVN/MYDZNF,FALSE,FALSE,FALSE,as_published,FALSE,2018,2018
doi:10.7910/DVN/MYF97D,FALSE,FALSE,TRUE,as_published,TRUE,2020,2020
doi:10.7910/DVN/MYM5OB,TRUE,FALSE,TRUE,as_published,TRUE,2021,2021
doi:10.7910/DVN/MZIKCS,FALSE,FALSE,TRUE,as_published,TRUE,2018,2018
