dataset_doi,interactions,ml_het,hierarchical,variant,any_het,year,deposit_year
doi:10.7910/DVN/0YHJRG,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/10VFQX,FALSE,FALSE,FALSE,syntax_only,FALSE,2022,2022
doi:10.7910/DVN/14RSGX,TRUE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/16VWOB,FALSE,FALSE,FALSE,syntax_only,FALSE,2024,2024
doi:10.7910/DVN/18EH2Y,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/18XSG8,FALSE,FALSE,FALSE,syntax_only,FALSE,2021,2021
doi:10.7910/DVN/193ZDD,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/19FLXV,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/19FSQZ,FALSE,FALSE,FALSE,syntax_only,FALSE,2019,2019
doi:10.7910/DVN/1CKNTW,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/1CNMHF,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/1E8HF3,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/1GLFE1,FALSE,FALSE,FALSE,syntax_only,FALSE,2017,2017
doi:10.7910/DVN/1HNIFT,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/1HOVTU,TRUE,FALSE,FALSE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/1L325J,TRUE,FALSE,FALSE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/1OPRYA,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/1QZ0JZ,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/1SQ68U,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/1SU7J4,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/1U5WZT,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/1UZGWL,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/1Y2DLT,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/1YK9ON,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2015
doi:10.7910/DVN/1ZOEEX,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/22976,FALSE,FALSE,TRUE,syntax_only,TRUE,2013,2015
doi:10.7910/DVN/23063,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2015
doi:10.7910/DVN/23302,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2015
doi:10.7910/DVN/23402,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2013
doi:10.7910/DVN/23818,TRUE,FALSE,TRUE,syntax_only,TRUE,2013,2015
doi:10.7910/DVN/23851,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2015
doi:10.7910/DVN/23958,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2015
doi:10.7910/DVN/23972,FALSE,FALSE,TRUE,syntax_only,TRUE,2013,2015
doi:10.7910/DVN/24128,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/24220,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/24387,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/24506,TRUE,FALSE,FALSE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/24591,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/24714,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/24789,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/24800,TRUE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/24827,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/24859,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/24937,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/24975,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/25302,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/25423,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/25505,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/25531,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/25540,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/25615,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/25707,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/26457,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/26461,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/26522,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/26544,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/26570,TRUE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/26584,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2016
doi:10.7910/DVN/26586,TRUE,FALSE,FALSE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/26612,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2022
doi:10.7910/DVN/26642,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/26714,TRUE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/26721,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/26936,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/26937,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2014
doi:10.7910/DVN/26P4MC,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/27113,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/27176,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2014
doi:10.7910/DVN/27192,TRUE,FALSE,TRUE,syntax_only,TRUE,2014,2014
doi:10.7910/DVN/27217,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/27293,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/27371,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/27512,FALSE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/27597,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/27624,FALSE,FALSE,FALSE,syntax_only,FALSE,2014,2015
doi:10.7910/DVN/27631,TRUE,FALSE,TRUE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/27662,TRUE,FALSE,FALSE,syntax_only,TRUE,2014,2015
doi:10.7910/DVN/27672,TRUE,FALSE,TRUE,syntax_only,TRUE,2014,2016
doi:10.7910/DVN/28158,TRUE,FALSE,TRUE,syntax_only,TRUE,2014,2014
doi:10.7910/DVN/28582,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/28640,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/28750,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/28856,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/28870,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/28929,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/28930,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29026,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/29040,TRUE,FALSE,TRUE,syntax_only,TRUE,2015,2019
doi:10.7910/DVN/29076,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/29080,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/29095,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2018
doi:10.7910/DVN/29098,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/29101,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29108,TRUE,FALSE,FALSE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29117,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/29129,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/29179,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/29205,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29242,TRUE,FALSE,FALSE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29286,TRUE,FALSE,FALSE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29314,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29375,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29379,TRUE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29405,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29427,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29487,TRUE,FALSE,FALSE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29566,TRUE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/29591,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/29743,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/29911,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2020
doi:10.7910/DVN/2CITBJ,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/2CLJPA,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/2CS1VF,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/2CVG5E,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/2DCQZV,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/2E2M9Z,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/2E4MOZ,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/2IFZR9,FALSE,FALSE,FALSE,syntax_only,FALSE,2022,2022
doi:10.7910/DVN/2IVKXD,FALSE,FALSE,FALSE,syntax_only,FALSE,2021,2021
doi:10.7910/DVN/2JKWNS,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/2JVEEE,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/2KAQO1,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/2LH0BZ,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/2O7CN0,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/2OFTAW,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/2THQJN,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/2UFPMP,FALSE,FALSE,FALSE,syntax_only,FALSE,2018,2018
doi:10.7910/DVN/2UUQ25,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/2VF2J0,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/2VHCON,TRUE,FALSE,FALSE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/2WRQWZ,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/2XO7HR,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/2XP8YF,FALSE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/2YA2VU,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/2YQX37,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/33K3EF,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/361LGD,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/383K6K,FALSE,FALSE,FALSE,syntax_only,FALSE,2020,2020
doi:10.7910/DVN/38BFML,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/3ADWK8,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/3AOBP2,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/3DK6JA,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/3DRQOB,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/3DVZYY,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/3E7JXB,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/3EKRSI,FALSE,TRUE,FALSE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/3EONKV,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/3FGLKN,FALSE,FALSE,FALSE,syntax_only,FALSE,2024,2024
doi:10.7910/DVN/3FNP7Q,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/3GZMQW,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/3KOQWQ,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/3M9OD8,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/3QNR8Q,FALSE,FALSE,FALSE,syntax_only,FALSE,2018,2018
doi:10.7910/DVN/3RA7YG,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/3RNFFH,FALSE,FALSE,FALSE,syntax_only,FALSE,2019,2019
doi:10.7910/DVN/3RR5RJ,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/3RWCPB,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/3TTQL2,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/3TZAEB,FALSE,FALSE,FALSE,syntax_only,FALSE,2024,2024
doi:10.7910/DVN/3VFVS7,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/4DUB7X,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/4EZPKF,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/4FCVUR,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/4G2DBT,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/4KFU8S,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/4LWC1R,FALSE,FALSE,FALSE,syntax_only,FALSE,2020,2020
doi:10.7910/DVN/4LZXTY,TRUE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/4M0HEN,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/4MOTFS,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/4MZQYH,FALSE,FALSE,FALSE,syntax_only,FALSE,2022,2022
doi:10.7910/DVN/4NEPI7,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/4P2JA3,FALSE,FALSE,FALSE,syntax_only,FALSE,2021,2021
doi:10.7910/DVN/4QQHW7,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/4QRUPR,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/4RQWXW,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2021
doi:10.7910/DVN/4T7Q6U,TRUE,FALSE,FALSE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/4UOQUR,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/4VCBQB,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/4VHZWW,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/4WNEE9,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/4XI0UG,FALSE,FALSE,FALSE,syntax_only,FALSE,2017,2017
doi:10.7910/DVN/4ZTDMU,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/56EZPS,FALSE,FALSE,FALSE,syntax_only,FALSE,2017,2017
doi:10.7910/DVN/57QESD,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/5AN3RU,TRUE,FALSE,FALSE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/5CNOTD,TRUE,FALSE,FALSE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/5CVUVU,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2015
doi:10.7910/DVN/5CYWWF,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/5DHMYI,FALSE,FALSE,FALSE,syntax_only,FALSE,2023,2024
doi:10.7910/DVN/5E3D0F,TRUE,FALSE,FALSE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/5GP5SI,TRUE,FALSE,FALSE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/5H1HFF,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/5HEB4I,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/5HXT8K,FALSE,FALSE,FALSE,syntax_only,FALSE,2021,2021
doi:10.7910/DVN/5JLGEL,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/5K89TG,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/5KC1FM,FALSE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/5M10KG,FALSE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/5MAQC2,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/5O3EOW,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2024
doi:10.7910/DVN/5OUHOW,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/5PEQSS,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/5QBS9A,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/5S1HRF,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/5TWA0G,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/5UEEU2,FALSE,FALSE,FALSE,syntax_only,FALSE,2020,2020
doi:10.7910/DVN/5UMCKK,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/5XG84N,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/61JJI3,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/61JSZQ,TRUE,FALSE,FALSE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/64HPWB,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/66XBA5,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/6A2J2T,FALSE,FALSE,FALSE,syntax_only,FALSE,2018,2018
doi:10.7910/DVN/6AAGM9,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/6EBCGA,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2015
doi:10.7910/DVN/6FHV5B,FALSE,FALSE,FALSE,syntax_only,FALSE,2024,2024
doi:10.7910/DVN/6IO5ET,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/6IOACK,FALSE,FALSE,FALSE,syntax_only,FALSE,2018,2018
doi:10.7910/DVN/6IRAEM,FALSE,FALSE,FALSE,syntax_only,FALSE,2021,2021
doi:10.7910/DVN/6KPFOK,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/6N2PN4,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/6NDYHC,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/6OKNOY,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/6RL6ID,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/6SRI9K,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/6TFUSP,FALSE,FALSE,FALSE,syntax_only,FALSE,2013,2015
doi:10.7910/DVN/6VJ2WK,FALSE,FALSE,FALSE,syntax_only,FALSE,2023,2023
doi:10.7910/DVN/6WBQ7U,FALSE,FALSE,TRUE,syntax_only,TRUE,2016,2016
doi:10.7910/DVN/6XGUWQ,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/6YNZTE,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/70UDEG,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/7190MT,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/74QEO9,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/78JPNJ,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/79RI4R,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/7C5RYJ,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/7D48YB,TRUE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/7EWDRF,FALSE,FALSE,FALSE,syntax_only,FALSE,2018,2018
doi:10.7910/DVN/7GPSCA,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/7JFVQI,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/7KSNCE,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/7M6NIP,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/7NP2XH,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/7PZHF6,TRUE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/7Q9ZSR,TRUE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/7SYM1H,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/7TEE2R,FALSE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/7UBRAC,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/7UOT14,TRUE,FALSE,FALSE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/7WUTWA,TRUE,FALSE,FALSE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/7YEK7H,FALSE,FALSE,FALSE,syntax_only,FALSE,2015,2015
doi:10.7910/DVN/7ZVSYO,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/85RL5E,FALSE,FALSE,FALSE,syntax_only,FALSE,2019,2019
doi:10.7910/DVN/87TSER,TRUE,FALSE,TRUE,syntax_only,TRUE,2024,2024
doi:10.7910/DVN/88FIAR,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/88XL3K,TRUE,FALSE,FALSE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/8B31FG,TRUE,FALSE,FALSE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/8GABL3,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/8GEYKS,FALSE,FALSE,TRUE,syntax_only,TRUE,2015,2015
doi:10.7910/DVN/8GNMUY,TRUE,FALSE,TRUE,syntax_only,TRUE,2023,2023
doi:10.7910/DVN/8HFVU8,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/8I6NOT,TRUE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/8JFNSN,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/8JHA2X,FALSE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/8JW4Q7,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/8KNF3I,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/8L1SHV,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/8LDZFF,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/8LKROK,FALSE,FALSE,FALSE,syntax_only,FALSE,2020,2020
doi:10.7910/DVN/8LQZW9,TRUE,FALSE,FALSE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/8LXNQK,FALSE,FALSE,TRUE,syntax_only,TRUE,2021,2021
doi:10.7910/DVN/8MV984,FALSE,FALSE,FALSE,syntax_only,FALSE,2020,2020
doi:10.7910/DVN/8OKVHY,TRUE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/8PIIAI,TRUE,FALSE,TRUE,syntax_only,TRUE,2019,2019
doi:10.7910/DVN/8PVW9D,FALSE,FALSE,FALSE,syntax_only,FALSE,2016,2016
doi:10.7910/DVN/8R3LTP,FALSE,FALSE,TRUE,syntax_only,TRUE,2018,2018
doi:10.7910/DVN/8SIOKU,TRUE,FALSE,TRUE,syntax_only,TRUE,2022,2022
doi:10.7910/DVN/8SR1GY,FALSE,FALSE,TRUE,syntax_only,TRUE,2017,2017
doi:10.7910/DVN/8VBGXO,FALSE,FALSE,TRUE,syntax_only,TRUE,2020,2020
doi:10.7910/DVN/8WGX9H,FALSE,FALSE,FALSE,syntax_only,FALSE,2024,2024
