file_id,filename,dataset_doi,interactions,ml_het,hierarchical,n_lines,parse_error
1549155,imputeme.R,doi:10.7910/DVN/OTF0JB,0,0,0,272,FALSE
1549095,new data commands.R,doi:10.7910/DVN/OTF0JB,0,0,0,111,FALSE
1549092,Replication Commands - All.R,doi:10.7910/DVN/OTF0JB,0,0,1,202,FALSE
1549161,final paper code.R,doi:10.7910/DVN/9EPJON,0,0,1,1565,FALSE
1544592,AhlquistAPSR2010replicationCode.R,doi:10.7910/DVN/92YTR4,0,0,1,758,FALSE
2139475,APSR_hyp_tests2.do,doi:10.7910/DVN/FHQOQI,0,0,0,354,FALSE
2296256,Hagerdal and Masterson Arab Media Rep Code.R,doi:10.7910/DVN/PX85ZN,0,0,0,406,FALSE
2298523,APSRReplicationZiblatt.do,doi:10.7910/DVN/FFXKHO,0,0,0,167,FALSE
2419495,Aggregate level models.do,doi:10.7910/DVN/CTQKJA,0,0,0,34,FALSE
2419496,Individual level models.do,doi:10.7910/DVN/CTQKJA,0,0,0,5,FALSE
2440455,Quality_Over_Quantity_2013APSR_Replication_Code.do,doi:10.7910/DVN/WC8DPI,1,0,0,82,FALSE
2436084,IchinoNathan_APSR_pollingstation_analysis.R,doi:10.7910/DVN/IQW9LQ,1,0,2,180,FALSE
2436082,IchinoNathan_APSR_survey_analysis.do,doi:10.7910/DVN/IQW9LQ,0,0,0,194,FALSE
2436086,IchinoNathan_APSR_survey_figures.R,doi:10.7910/DVN/IQW9LQ,1,0,0,919,FALSE
2443695,dj_mendelbergkarpowitzgoedert_tablecode.do,doi:10.7910/DVN/NUACCP,2,0,1,266,FALSE
2435230,model-FamilyHarm.R,doi:10.7910/DVN/CXNXEZ,0,0,0,87,FALSE
2435229,model-ManteqaHarm.R,doi:10.7910/DVN/CXNXEZ,0,0,0,87,FALSE
2435228,model-NoCovariates.R,doi:10.7910/DVN/CXNXEZ,0,0,1,133,FALSE
2435223,model-ProTaliban.R,doi:10.7910/DVN/CXNXEZ,0,0,0,90,FALSE
2435231,ModelVillageDistrictProvinceCovariates.R,doi:10.7910/DVN/CXNXEZ,0,0,0,151,FALSE
2435224,replication.R,doi:10.7910/DVN/CXNXEZ,0,0,1,1924,FALSE
2446391,1_Figure2.R,doi:10.7910/DVN1/22691,0,0,0,15,FALSE
2446419,2_Figure2.R,doi:10.7910/DVN1/22691,0,0,0,15,FALSE
2446405,Figure3.R,doi:10.7910/DVN1/22691,0,0,0,33,FALSE
2446402,Figure5RCode.R,doi:10.7910/DVN1/22691,0,0,0,95,FALSE
2446399,Figure6RCode.R,doi:10.7910/DVN1/22691,0,0,0,102,FALSE
2446400,Figure7RCode.R,doi:10.7910/DVN1/22691,0,0,0,43,FALSE
2446428,Figure8RCode.R,doi:10.7910/DVN1/22691,0,0,0,160,FALSE
2446427,Figure9RCode.R,doi:10.7910/DVN1/22691,0,0,0,41,FALSE
2446393,ReadMeAWWInnerMongoliaFuZhouCIs.R,doi:10.7910/DVN1/22691,0,0,0,125,FALSE
2446406,ReadMeFoodPricesCorruptionOneChildCIs.R,doi:10.7910/DVN1/22691,0,0,0,65,FALSE
2446418,ReadmeRandomCIs.R,doi:10.7910/DVN1/22691,0,0,0,53,FALSE
2448952,samii-bdi-army-apsr-rep.do,doi:10.7910/DVN/23402,0,0,0,255,FALSE
2433440,ReplicationCellPhonesIVandPanel.do,doi:10.7910/DVN/V7C4V9,0,0,0,69,FALSE
2433442,ReplicationCellPhones.R,doi:10.7910/DVN/V7C4V9,0,0,2,964,FALSE
2446200,MaleskySchulerTran_replicationApril2013_em.do,doi:10.7910/DVN1/22636,0,0,0,781,FALSE
2509563,Create Figure 3.R,doi:10.7910/DVN/26564,0,0,0,175,FALSE
2509565,Create Figure 4.R,doi:10.7910/DVN/26564,0,0,0,201,FALSE
2475033,Estim Nonmet Vector Model.R,doi:10.7910/DVN/26564,0,0,0,244,FALSE
2509569,Run Circ Reg and Create Figure 5.R,doi:10.7910/DVN/26564,0,0,0,184,FALSE
2498181,analysis_NEWBLOCKS.R,doi:10.7910/DVN/27192,2,0,0,410,FALSE
2498180,appendix_final_NEWBLOCKS.R,doi:10.7910/DVN/27192,3,0,1,734,FALSE
2498168,functions_final_NEWBLOCKS.R,doi:10.7910/DVN/27192,2,0,1,281,FALSE
2498179,GHS.replicate_NEWBLOCKS.R,doi:10.7910/DVN/27192,0,0,0,49,FALSE
2498176,prepare_NEWBLOCKS.r,doi:10.7910/DVN/27192,0,0,0,68,FALSE
2498171,print.all.tables.NEWBLOCKS.R,doi:10.7910/DVN/27192,0,0,0,35,FALSE
2491896,Data analysis.do,doi:10.7910/DVN/26937,0,0,4,281,FALSE
2512330,Replication_main_September2014_Finalv2.R,doi:10.7910/DVN/28158,1,0,2,1240,FALSE
2512329,Replication_SI_September2014_final.R,doi:10.7910/DVN/28158,2,0,2,1354,FALSE
2499578,replicationdofile-CarpenterandMoore-WhenCanvassersBecameActivistsAPSR2014.do,doi:10.7910/DVN/27176,0,0,0,29,FALSE
2730701,1st stage Final APSR.do,doi:10.7910/DVN/K7292I,0,0,0,200,FALSE
2730704,2nd stage Final APSR.do,doi:10.7910/DVN/K7292I,0,0,0,325,FALSE
2730708,FGLS.do,doi:10.7910/DVN/K7292I,0,0,0,41,FALSE
2676751,dhb2015apsr-modellinks-QAPiters.R,doi:10.7910/DVN/A1GIMB,0,0,2,83,FALSE
2676758,gaming.replication.R,doi:10.7910/DVN/A1GIMB,0,0,0,273,FALSE
2676755,infer_networks.R,doi:10.7910/DVN/A1GIMB,0,0,0,454,FALSE
2676760,lottery.replication.R,doi:10.7910/DVN/A1GIMB,0,0,0,269,FALSE
2676756,pooled.replication.R,doi:10.7910/DVN/A1GIMB,0,0,0,257,FALSE
2676762,punishment.replication.R,doi:10.7910/DVN/A1GIMB,0,0,0,280,FALSE
2676761,smoking.replication.R,doi:10.7910/DVN/A1GIMB,0,0,0,285,FALSE
2679495,city_analysis_file0_create_finaldata.r,doi:10.7910/DVN/AXVEXM,0,0,0,112,FALSE
2679498,city_analysis_replication.R,doi:10.7910/DVN/AXVEXM,1,0,2,1163,FALSE
2679494,regression.jags,doi:10.7910/DVN/AXVEXM,0,0,0,52,FALSE
2680574,20130702_APSR_30indicators0608.do,doi:10.7910/DVN/IUG2C4,0,0,0,158,FALSE
2680580,20130702_APSR_30indicators0810.do,doi:10.7910/DVN/IUG2C4,0,0,0,143,FALSE
2680589,20130702_APSR_BudgetTransfers.do,doi:10.7910/DVN/IUG2C4,0,0,0,99,FALSE
2680590,20130702_APSR_Hawthorne.do,doi:10.7910/DVN/IUG2C4,0,0,0,85,FALSE
2680577,20130702_APSR_MechanismCorruption.do,doi:10.7910/DVN/IUG2C4,0,0,0,228,FALSE
2680576,20130702_APSR_MonteCarlo.do,doi:10.7910/DVN/IUG2C4,0,0,0,180,FALSE
2680592,20130702_APSR_RandomizationInferenceGraphs.do,doi:10.7910/DVN/IUG2C4,0,0,0,194,FALSE
2680583,20130702_APSR_SOEs.do,doi:10.7910/DVN/IUG2C4,0,0,0,538,FALSE
2680599,20130927_APSR_ate.do,doi:10.7910/DVN/IUG2C4,0,0,1,150,FALSE
2685217,Functions.R,doi:10.7910/DVN/DK4FXA,0,0,2,1029,FALSE
2685220,RepCode.R,doi:10.7910/DVN/DK4FXA,0,0,1,837,FALSE
2544446,Berliner_Erlich2015_code.R,doi:10.7910/DVN/29347,0,0,0,426,FALSE
2696851,model-FamilyHarm.R,doi:10.7910/DVN/WBI9RT,0,0,0,87,FALSE
2696842,model-ManteqaHarm.R,doi:10.7910/DVN/WBI9RT,0,0,0,87,FALSE
2696836,model-NoCovariates.R,doi:10.7910/DVN/WBI9RT,0,0,1,133,FALSE
2696835,model-ProTaliban.R,doi:10.7910/DVN/WBI9RT,0,0,0,90,FALSE
2696850,ModelVillageDistrictProvinceCovariates.R,doi:10.7910/DVN/WBI9RT,0,0,0,151,FALSE
2696840,replication.R,doi:10.7910/DVN/WBI9RT,0,0,1,1924,FALSE
2808064,Figure_1.R,doi:10.7910/DVN/ZFS7LI,0,0,0,126,FALSE
2808062,Figure_4.R,doi:10.7910/DVN/ZFS7LI,0,0,1,181,FALSE
2808059,Figure_A10.R,doi:10.7910/DVN/ZFS7LI,0,0,1,263,FALSE
2808060,Figure_A11.R,doi:10.7910/DVN/ZFS7LI,0,0,1,243,FALSE
2808065,Figure_A1.R,doi:10.7910/DVN/ZFS7LI,0,0,0,294,FALSE
2808049,Figure_A3.R,doi:10.7910/DVN/ZFS7LI,0,0,1,139,FALSE
2808047,Figure_A4.R,doi:10.7910/DVN/ZFS7LI,0,0,1,155,FALSE
2808054,Figure_A5.R,doi:10.7910/DVN/ZFS7LI,0,0,0,170,FALSE
2808051,Figure_A7.R,doi:10.7910/DVN/ZFS7LI,0,0,1,120,FALSE
2808057,Figure_A8.R,doi:10.7910/DVN/ZFS7LI,0,0,1,163,FALSE
2808061,Figure_A9.R,doi:10.7910/DVN/ZFS7LI,0,0,1,143,FALSE
2808055,Figures_2_A2.R,doi:10.7910/DVN/ZFS7LI,0,0,0,174,FALSE
2808050,Figures_3_A6.R,doi:10.7910/DVN/ZFS7LI,0,0,1,222,FALSE
2808056,Medicaid_2008_11_average_effects.R,doi:10.7910/DVN/ZFS7LI,0,0,0,372,FALSE
2808048,Medicaid_2010_05_average_effects.R,doi:10.7910/DVN/ZFS7LI,0,0,0,263,FALSE
2808063,tables_Experiment_1.R,doi:10.7910/DVN/ZFS7LI,0,0,1,101,FALSE
2808058,tables_Experiment_2.R,doi:10.7910/DVN/ZFS7LI,0,0,0,53,FALSE
2867885,ReplicationCellPhonesIVandPanel.do,doi:10.7910/DVN/QR73H6,0,0,0,69,FALSE
2867884,ReplicationCellPhones.R,doi:10.7910/DVN/QR73H6,0,0,2,964,FALSE
2851599,sexton-afghanistan-apsr-replication-dependency.do,doi:10.7910/DVN/BUQJIN,2,0,1,478,FALSE
2851598,sexton-afghanistan-apsr-replication.do,doi:10.7910/DVN/BUQJIN,3,0,1,607,FALSE
2776506,script_01_set_up_data_with_simulations.R,doi:10.7910/DVN/YMMSIC,0,0,1,559,FALSE
2776499,script_02_create_objects_for_graphs.R,doi:10.7910/DVN/YMMSIC,0,0,0,74,FALSE
2776504,script_03_senate_analyses.R,doi:10.7910/DVN/YMMSIC,0,0,2,1054,FALSE
2776505,script_04_president_analyses.R,doi:10.7910/DVN/YMMSIC,1,0,2,1885,FALSE
2776511,script_05_descriptive_analyses.R,doi:10.7910/DVN/YMMSIC,0,0,0,130,FALSE
2776507,script_to_run_all_scripts.R,doi:10.7910/DVN/YMMSIC,0,0,0,10,FALSE
2794357,00-checkDependencies.r,doi:10.7910/DVN/HAU0EX,0,0,0,8,FALSE
2794232,02-aggregateTimes.r,doi:10.7910/DVN/HAU0EX,0,0,0,131,FALSE
2794422,05-summarizeTimes.r,doi:10.7910/DVN/HAU0EX,0,0,0,248,FALSE
2794195,08-summarizeMC.r,doi:10.7910/DVN/HAU0EX,0,0,0,142,FALSE
2794438,11-summarizePointEstimates.r,doi:10.7910/DVN/HAU0EX,0,0,0,395,FALSE
2794333,12-compareIntervals.r,doi:10.7910/DVN/HAU0EX,0,0,0,127,FALSE
2794215,binIRT simulation.R,doi:10.7910/DVN/HAU0EX,0,0,0,35,FALSE
2794354,bootstrap-vi.R,doi:10.7910/DVN/HAU0EX,0,0,0,156,FALSE
2794285,comparisons.R,doi:10.7910/DVN/HAU0EX,0,0,0,137,FALSE
2794243,estimate-anymiscmethod-all.R,doi:10.7910/DVN/HAU0EX,0,0,0,189,FALSE
2794445,estimate-big-fastX.R,doi:10.7910/DVN/HAU0EX,0,0,0,158,FALSE
2794453,estimate-big-wnominate.R,doi:10.7910/DVN/HAU0EX,0,0,0,134,FALSE
2794278,estimateForKosuke.R,doi:10.7910/DVN/HAU0EX,0,0,0,70,FALSE
2794408,estimator.R,doi:10.7910/DVN/HAU0EX,0,0,0,177,FALSE
2794427,figures.R,doi:10.7910/DVN/HAU0EX,0,0,0,198,FALSE
2794393,hierarchical montecarlo.R,doi:10.7910/DVN/HAU0EX,0,0,1,110,FALSE
2794284,hierIRT_us_congress.R,doi:10.7910/DVN/HAU0EX,0,0,0,226,FALSE
2794265,mq_bootstrap.R,doi:10.7910/DVN/HAU0EX,0,0,0,84,FALSE
2794335,network.r,doi:10.7910/DVN/HAU0EX,0,0,0,165,FALSE
2794409,prep.analysis.R,doi:10.7910/DVN/HAU0EX,0,0,0,30,FALSE
2794251,runPBS.r,doi:10.7910/DVN/HAU0EX,0,0,0,78,FALSE
2794421,runtime_plot.R,doi:10.7910/DVN/HAU0EX,0,0,0,20,FALSE
2794371,simulation.R,doi:10.7910/DVN/HAU0EX,0,0,0,91,FALSE
2794458,simulator.R,doi:10.7910/DVN/HAU0EX,0,0,0,45,FALSE
2794424,varinf_3cat.R,doi:10.7910/DVN/HAU0EX,0,0,0,85,FALSE
2789922,blorasim_ri_embed.ado,doi:10.7910/DVN/QWXPUA,0,0,0,293,FALSE
2789916,Do_Blora_Analysis.do,doi:10.7910/DVN/QWXPUA,4,0,0,524,FALSE
2789921,Do_Blora_Figures.do,doi:10.7910/DVN/QWXPUA,0,0,2,443,FALSE
2789918,Do_qvalues.do,doi:10.7910/DVN/QWXPUA,0,0,0,99,FALSE
2961466,mri_replication.do,doi:10.7910/DVN/NNBZP7,0,0,0,12,FALSE
2789847,kriner_reeves_apsr_2015_replication.do,doi:10.7910/DVN/HQXKJ9,0,0,0,38,FALSE
2799364,RC_APSR_ModelsDailyAfricaRainData.do,doi:10.7910/DVN/T1JZ0L,0,0,0,64,FALSE
2799365,RC_APSR_ModelsDailyAfricaRainDataMatching.do,doi:10.7910/DVN/T1JZ0L,0,0,0,88,FALSE
7678229,RC_APSR_ModelsDailyAfricaRainDataMatching_RevisedNov23.do,doi:10.7910/DVN/T1JZ0L,0,0,0,91,FALSE
7678225,RC_APSR_ModelsDailyAfricaRainData_RevisedNov23.do,doi:10.7910/DVN/T1JZ0L,0,0,0,69,FALSE
3042251,APSR Replication - wordscores.R,doi:10.7910/DVN/NEIYVD,0,0,0,104,FALSE
3041889,Script1-DataManagment.R,doi:10.7910/DVN/NEIYVD,0,0,0,672,FALSE
3041567,Script2-RebelVoteModelsPlots.r,doi:10.7910/DVN/NEIYVD,0,0,3,253,FALSE
3041481,Script3-RebVoteExtremismScores.R,doi:10.7910/DVN/NEIYVD,0,0,3,372,FALSE
3041654,Script4-RebelSpeechModelsPlots.R,doi:10.7910/DVN/NEIYVD,0,0,3,205,FALSE
3041621,Script5-WelfareRebels.R,doi:10.7910/DVN/NEIYVD,0,0,0,46,FALSE
3041507,Script6-Dictionary.R,doi:10.7910/DVN/NEIYVD,0,0,0,220,FALSE
3041449,Script7-Amendments and Readings.R,doi:10.7910/DVN/NEIYVD,0,0,0,115,FALSE
3041490,Script8-BraunReplication_subsetvotes.R,doi:10.7910/DVN/NEIYVD,0,0,3,291,FALSE
3042083,Script9-Check Lab Rebels PrePost Blair.R,doi:10.7910/DVN/NEIYVD,0,0,0,160,FALSE
2914352,Pietryka_DeBats_APSR2017_Models.R,doi:10.7910/DVN/UTAP1V,0,0,0,207,FALSE
3009726,01_pilot_tables_stata.do,doi:10.7910/DVN/YFPCBP,0,0,0,65,FALSE
2970194,Figure_3.R,doi:10.7910/DVN/Q8VDN0,0,0,0,517,FALSE
2970201,Figure_A1.R,doi:10.7910/DVN/Q8VDN0,0,0,0,94,FALSE
2970195,Figure_A2.R,doi:10.7910/DVN/Q8VDN0,0,0,0,170,FALSE
2970199,Figures_1_2_A3.R,doi:10.7910/DVN/Q8VDN0,0,0,2,435,FALSE
2970200,URL_dataCoding.R,doi:10.7910/DVN/Q8VDN0,0,0,0,86,FALSE
3051050,DFGN APSR Replication.do,doi:10.7910/DVN/X7AMNO,0,0,1,980,FALSE
3051051,merge_replication.do,doi:10.7910/DVN/X7AMNO,0,0,0,137,FALSE
2914113,APSR (Democracy at Work).do,doi:10.7910/DVN/KDSF60,0,0,0,106,FALSE
3013113,create_aspiration_variable_using_all_aspirations_data_2017_April.do,doi:10.7910/DVN/EY2I6M,0,0,0,107,FALSE
3013117,Plots.R,doi:10.7910/DVN/EY2I6M,0,0,0,44,FALSE
3013118,Tocqueville_Replication.do,doi:10.7910/DVN/EY2I6M,1,0,1,242,FALSE
3031923,APSR_replication_main_text_analysis.do,doi:10.7910/DVN/V7SQRW,1,0,0,264,FALSE
3091588,appendix_bdbest.do,doi:10.7910/DVN/SJ8ER9,0,0,1,657,FALSE
3091460,appendix_comparingwords.do,doi:10.7910/DVN/SJ8ER9,0,0,1,190,FALSE
3091442,appendix_foundtopics.do,doi:10.7910/DVN/SJ8ER9,0,0,0,99,FALSE
3091516,appendix_logit.do,doi:10.7910/DVN/SJ8ER9,0,0,1,744,FALSE
3091638,appendix_prepareonlyintersection.do,doi:10.7910/DVN/SJ8ER9,0,0,1,301,FALSE
3091481,appendix_prepareonlyintersection_nofe.do,doi:10.7910/DVN/SJ8ER9,0,0,1,284,FALSE
3091582,appendix_robust_bdhigh.do,doi:10.7910/DVN/SJ8ER9,0,0,1,666,FALSE
3091484,appendix_robustness.do,doi:10.7910/DVN/SJ8ER9,0,0,1,525,FALSE
3091617,appendix_twobefore.do,doi:10.7910/DVN/SJ8ER9,0,0,1,376,FALSE
3091576,appendix_wardshort.do,doi:10.7910/DVN/SJ8ER9,0,0,1,573,FALSE
3091553,fig1.do,doi:10.7910/DVN/SJ8ER9,0,0,0,194,FALSE
3091497,fig2.do,doi:10.7910/DVN/SJ8ER9,0,0,0,43,FALSE
3091461,fig4.do,doi:10.7910/DVN/SJ8ER9,0,0,1,366,FALSE
3091551,fig5.do,doi:10.7910/DVN/SJ8ER9,0,0,0,202,FALSE
3091539,fig6.do,doi:10.7910/DVN/SJ8ER9,0,0,1,353,FALSE
3091554,fig7.do,doi:10.7910/DVN/SJ8ER9,0,0,1,458,FALSE
3091626,fig8.do,doi:10.7910/DVN/SJ8ER9,0,0,1,179,FALSE
3091504,figE10.do,doi:10.7910/DVN/SJ8ER9,0,0,1,366,FALSE
3091579,figE13.do,doi:10.7910/DVN/SJ8ER9,0,0,1,388,FALSE
3091604,figE14.do,doi:10.7910/DVN/SJ8ER9,0,0,1,364,FALSE
3091490,figE15.do,doi:10.7910/DVN/SJ8ER9,0,0,1,370,FALSE
3091632,figE16.do,doi:10.7910/DVN/SJ8ER9,0,0,0,289,FALSE
3091569,figE18.do,doi:10.7910/DVN/SJ8ER9,0,0,0,273,FALSE
3091489,figE19.do,doi:10.7910/DVN/SJ8ER9,0,0,1,403,FALSE
3091550,figE2_E4_robust.do,doi:10.7910/DVN/SJ8ER9,0,0,1,472,FALSE
3091512,figE5.do,doi:10.7910/DVN/SJ8ER9,0,0,1,372,FALSE
3091521,figE6.do,doi:10.7910/DVN/SJ8ER9,0,0,1,351,FALSE
3091520,figE7b.do,doi:10.7910/DVN/SJ8ER9,0,0,1,393,FALSE
3091589,figE7 copie.do,doi:10.7910/DVN/SJ8ER9,0,0,1,393,FALSE
3091559,figE7.do,doi:10.7910/DVN/SJ8ER9,0,0,1,393,FALSE
3091596,figI1.do,doi:10.7910/DVN/SJ8ER9,0,0,0,188,FALSE
3091440,figI4.do,doi:10.7910/DVN/SJ8ER9,0,0,0,157,FALSE
3091567,master_file.do,doi:10.7910/DVN/SJ8ER9,0,0,0,63,FALSE
3091467,step0_collapsing_topic_shares.do,doi:10.7910/DVN/SJ8ER9,0,0,0,154,FALSE
3091541,step1_compute_predictions.do,doi:10.7910/DVN/SJ8ER9,0,0,1,687,FALSE
3091628,step2_compute_roc.do,doi:10.7910/DVN/SJ8ER9,0,0,1,455,FALSE
3091509,step3_notalltopics.do,doi:10.7910/DVN/SJ8ER9,0,0,1,508,FALSE
3091526,step4_lasso.do,doi:10.7910/DVN/SJ8ER9,0,0,0,198,FALSE
3091459,tableG2_G3.do,doi:10.7910/DVN/SJ8ER9,0,0,0,132,FALSE
3091496,tableH1.do,doi:10.7910/DVN/SJ8ER9,0,0,0,127,FALSE
3181262,Powersharing_Code.do,doi:10.7910/DVN/KGOUYI,1,0,2,465,FALSE
3030981,SentimentItReplication.tar,doi:10.7910/DVN/0ZRGEE,0,0,0,NA,TRUE
3011512,RRP-APSR-ReplicationCode-Main-2017-04-04.do,doi:10.7910/DVN/1QZ0JZ,0,0,1,1808,FALSE
3011513,RRP-APSR-ReplicationCode-Supp-2017-04-04.do,doi:10.7910/DVN/1QZ0JZ,0,0,0,217,FALSE
3011186,c_Descriptive Stats Cited in Text.R,doi:10.7910/DVN/T5DKRO,0,0,0,51,FALSE
3011183,e_Regressions and Code for Fig 2.R,doi:10.7910/DVN/T5DKRO,1,0,0,484,FALSE
3011192,f_Regressions and Code for Fig 3.R,doi:10.7910/DVN/T5DKRO,1,0,0,607,FALSE
3011198,g_Regressions and Code for Fig 4.R,doi:10.7910/DVN/T5DKRO,1,0,0,492,FALSE
3011197,i_Tables A1 and A2 regressions.do,doi:10.7910/DVN/T5DKRO,1,0,0,139,FALSE
3011191,k_Descriptive Statistics (Section 5.2).do,doi:10.7910/DVN/T5DKRO,0,0,0,17,FALSE
3011202,l_Ordered Logit (Section 5.3).do,doi:10.7910/DVN/T5DKRO,1,0,0,71,FALSE
3011185,m_Alternative Indicators (Section 5.4).do,doi:10.7910/DVN/T5DKRO,1,0,0,202,FALSE
3011189,n_Regressions with Listwise Deletion (Section 5.5).do,doi:10.7910/DVN/T5DKRO,1,0,0,266,FALSE
3011188,p_Data Prep.R,doi:10.7910/DVN/T5DKRO,0,0,0,317,FALSE
3032389,fig1.do,doi:10.7910/DVN/OJQJRM,0,0,0,110,FALSE
3032390,HealyPerssonSnowbergReplication.do,doi:10.7910/DVN/OJQJRM,0,0,0,NA,TRUE
3032393,table4.do,doi:10.7910/DVN/OJQJRM,0,0,0,31,FALSE
3020232,Rogers-Replication Code for Ideological Representation Analyses.do,doi:10.7910/DVN/TKU9WH,1,0,3,414,FALSE
3020226,Rogers-Replication Code for Individual Roll Call Analyses.do,doi:10.7910/DVN/TKU9WH,1,0,4,353,FALSE
3057793,1Save_Samples.R,doi:10.7910/DVN/K3QWZW,0,0,0,106,FALSE
3057794,2Poststratify_Samples.R,doi:10.7910/DVN/K3QWZW,0,0,0,102,FALSE
3057795,3Create_Data.R,doi:10.7910/DVN/K3QWZW,0,0,0,218,FALSE
3057796,4Load_and_Prep.R,doi:10.7910/DVN/K3QWZW,0,0,1,255,FALSE
3074949,5Analyze.R,doi:10.7910/DVN/K3QWZW,2,0,1,1264,FALSE
3057798,6Figures.R,doi:10.7910/DVN/K3QWZW,0,0,0,259,FALSE
3057799,7Robustness.R,doi:10.7910/DVN/K3QWZW,0,0,0,64,FALSE
3057800,8Tables.R,doi:10.7910/DVN/K3QWZW,0,0,1,439,FALSE
3057801,subsample1Save_Samples.R,doi:10.7910/DVN/K3QWZW,0,0,0,21,FALSE
3057802,subsample2Poststratify_Samples.R,doi:10.7910/DVN/K3QWZW,0,0,0,103,FALSE
3057803,subsample3Create_Data.R,doi:10.7910/DVN/K3QWZW,0,0,0,218,FALSE
3057804,subsample4Load_and_Prep.R,doi:10.7910/DVN/K3QWZW,0,0,1,259,FALSE
3057805,subsample5Analyze.R,doi:10.7910/DVN/K3QWZW,2,0,1,1264,FALSE
3057806,subsample6Tables.R,doi:10.7910/DVN/K3QWZW,0,0,1,163,FALSE
3035952,administrative_analysis_6-8.do,doi:10.7910/DVN/INVDWM,4,0,0,103,FALSE
3035987,experimental_analysis_6-23.do,doi:10.7910/DVN/INVDWM,1,0,0,360,FALSE
3035963,experimental_figures_6-8.R,doi:10.7910/DVN/INVDWM,0,0,0,232,FALSE
3035983,figure2_code.R,doi:10.7910/DVN/INVDWM,0,0,0,53,FALSE
3035980,figure3_code.R,doi:10.7910/DVN/INVDWM,0,0,0,34,FALSE
3035964,kaiser_analysis_submission_6-8.do,doi:10.7910/DVN/INVDWM,2,0,0,283,FALSE
3051116,Catalinac_10_Calculating_Party-Level_Dispersion.R,doi:10.7910/DVN/PENDX4,0,0,0,142,FALSE
3051145,Catalinac_11_Party-level_Dispersion_Means_Fig8App.R,doi:10.7910/DVN/PENDX4,0,0,0,123,FALSE
3051134,Catalinac_12_Party-Level_Dispersion_Regressions_Chow_PPrFig3.R,doi:10.7910/DVN/PENDX4,1,0,0,102,FALSE
3051118,Catalinac_13_Dispersion_within_LDP_Fig9App.R,doi:10.7910/DVN/PENDX4,0,0,0,52,FALSE
3051146,Catalinac_14_Abs_Dists_Pairs_of_LDP_Cands_Fig4Ppr.R,doi:10.7910/DVN/PENDX4,0,0,0,NA,TRUE
3051102,Catalinac_15_IPC_within_LDP.R,doi:10.7910/DVN/PENDX4,0,0,0,132,FALSE
3051142,Catalinac_16_Analysis_of_2009_Fig5&6Ppr.R,doi:10.7910/DVN/PENDX4,0,0,0,NA,TRUE
3051107,Catalinac_17_Alternative_Explanations.R,doi:10.7910/DVN/PENDX4,0,0,0,56,FALSE
3051148,Catalinac_1_preprocessing.R,doi:10.7910/DVN/PENDX4,0,0,0,NA,TRUE
3051158,Catalinac_2_Number_of_words_Figs1&2App.R,doi:10.7910/DVN/PENDX4,0,0,1,909,FALSE
3051100,Catalinac_3_Running_Wordfish.R,doi:10.7910/DVN/PENDX4,0,0,0,NA,TRUE
3051147,Catalinac_4_Validating_Positions_Figs3&4App_Fig1Ppr.R,doi:10.7910/DVN/PENDX4,0,0,1,996,FALSE
3051106,Catalinac_5_Calculating_District-Level_Dispersion.R,doi:10.7910/DVN/PENDX4,0,0,0,NA,TRUE
3051154,Catalinac_6_District-Level_Dispersion_Means_Figs5&6App.R,doi:10.7910/DVN/PENDX4,0,0,0,277,FALSE
3051162,Catalinac_7_District-Level_Dispersion_Regressions_Chow_PPrFig2.R,doi:10.7910/DVN/PENDX4,1,0,0,257,FALSE
3051103,Catalinac_8_District-Level_Dispersion_Alternative_Tests.R,doi:10.7910/DVN/PENDX4,0,0,0,128,FALSE
3051171,Catalinac_9_Dispersion_Different_Categories_of_Cand.R,doi:10.7910/DVN/PENDX4,0,0,0,176,FALSE
3035736,bayesian-cc-script-agecat-results.R,doi:10.7910/DVN/5UMCKK,0,0,0,153,FALSE
3035737,bayesian-cc-script-birthcohort-results.R,doi:10.7910/DVN/5UMCKK,0,0,0,145,FALSE
3035738,bayesian-cc-script-constrained-results.R,doi:10.7910/DVN/5UMCKK,0,0,0,376,FALSE
3035739,bayesian-cc-script-main-results.R,doi:10.7910/DVN/5UMCKK,0,0,0,219,FALSE
3035740,bayesian-cc-script-russia-results.R,doi:10.7910/DVN/5UMCKK,0,0,0,220,FALSE
3080264,data-setup.R,doi:10.7910/DVN/5UMCKK,0,0,1,567,FALSE
3035742,king-zeng-approach-constrained-results.R,doi:10.7910/DVN/5UMCKK,0,0,0,111,FALSE
3080265,replication-code.R,doi:10.7910/DVN/5UMCKK,1,0,1,1396,FALSE
3054087,Analysis_final_tabfigs.do,doi:10.7910/DVN/VHNHHN,0,0,2,1613,FALSE
3052725,replication.do,doi:10.7910/DVN/KBRXOR,0,0,0,240,FALSE
3010578,characteristics_replication.do,doi:10.7910/DVN/K1XN7Q,0,0,0,76,FALSE
3010567,chars_results.R,doi:10.7910/DVN/K1XN7Q,0,0,1,555,FALSE
3010594,data_prep.do,doi:10.7910/DVN/K1XN7Q,0,0,1,1447,FALSE
3010555,descriptive_replication.do,doi:10.7910/DVN/K1XN7Q,0,0,0,78,FALSE
3010550,descriptive_results.R,doi:10.7910/DVN/K1XN7Q,0,0,0,248,FALSE
3010597,leg2.R,doi:10.7910/DVN/K1XN7Q,0,0,2,277,FALSE
