"ID","choice_pre","choice_post","approval","democratic","knowledge","L1","L2","L3","M1","M2","M3","monthly_income","left_right","important_democracy","age_group","behavior","scenario","copartisan_support_pre","copartisan_support_post","outpartisan_support_pre","outpartisan_support_post","copartisan_shift","outpartisan_shift","switch_outpartisan","switch_abstain","inparty_strength","outparty_strength"
465,"Law and Justice (PiS)","Law and Justice (PiS)",1,1,"knowledgeable",1,1,2,5,4,3,1,1,1,4,"democratic","win",7,7,6,5,0,-1,0,0,7,1
466,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",7,6,7,3,5,3,1,3,6,1,"democratic","win",3,3,2,2,0,0,0,0,2,3
468,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",6,7,6,7,5,6,2,6,6,5,"undemocratic","lose",7,6,5,4,-1,-1,0,0,6,1
469,"Civic Coalition (KO)","Law and Justice (PiS)",3,3,"knowledgeable",5,5,7,5,5,3,NA,4,5,1,"undemocratic","win",5,5,4,5,0,1,1,0,4,5
470,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,1,1,1,3,5,3,4,6,1,"undemocratic","lose",7,6,1,1,-1,0,0,0,4,1
471,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",5,5,6,4,3,2,3,4,6,2,"undemocratic","win",7,6,1,1,-1,0,0,0,4,1
472,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",6,6,7,5,5,5,2,4,6,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
473,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",7,7,7,4,4,6,2,3,7,5,"democratic","lose",7,7,1,1,0,0,0,0,7,2
474,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",5,1,4,3,5,4,NA,7,3,1,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
475,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",5,5,5,5,4,5,1,6,4,5,"democratic","win",7,7,2,2,0,0,0,0,6,1
476,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"knowledgeable",6,6,7,5,5,5,4,3,6,5,"democratic","lose",7,7,2,1,0,-1,0,0,6,2
478,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",7,7,7,3,3,3,3,2,7,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
479,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,5,7,4,4,5,2,4,7,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
480,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,7,7,5,5,5,6,5,7,2,"democratic","lose",4,4,1,1,0,0,0,0,2,1
482,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",6,6,7,3,3,2,2,4,7,4,"undemocratic","win",7,7,1,1,0,0,0,0,4,2
484,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",5,3,7,4,6,3,3,5,6,4,"undemocratic","lose",7,6,1,1,-1,0,0,0,4,1
485,"Law and Justice (PiS)","Abstain",3,3,"knowledgeable",6,5,5,5,5,4,3,4,4,1,"democratic","win",4,4,4,4,0,0,0,1,4,4
486,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,6,7,5,4,1,6,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
487,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",7,5,7,6,5,5,4,6,6,5,"undemocratic","lose",7,7,2,2,0,0,0,0,5,2
488,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",5,4,3,5,6,6,1,3,6,5,"democratic","win",7,7,5,4,0,-1,0,0,7,2
490,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"unknowledgeable",6,5,7,6,4,4,3,2,7,5,"undemocratic","win",7,6,1,2,-1,1,0,0,6,1
491,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",7,7,7,7,7,7,4,6,6,3,"democratic","lose",7,7,1,1,0,0,0,0,7,1
493,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"knowledgeable",7,6,7,1,6,1,4,2,6,3,"undemocratic","lose",4,4,1,1,0,0,0,0,2,1
494,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"unknowledgeable",5,3,6,7,4,4,5,7,7,3,"undemocratic","lose",7,2,2,5,-5,3,0,0,4,1
495,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",6,5,5,3,2,2,2,5,7,5,"undemocratic","lose",6,7,5,5,1,0,0,0,5,3
496,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",4,4,4,4,4,4,6,6,5,5,"democratic","win",7,6,2,2,-1,0,0,0,6,1
497,"Civic Coalition (KO)","Civic Coalition (KO)",7,4,"unknowledgeable",5,4,4,2,3,6,5,4,3,1,"democratic","lose",4,6,6,4,2,-2,0,0,2,3
498,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"knowledgeable",5,6,6,5,4,4,4,3,6,5,"undemocratic","win",7,7,4,5,0,1,0,0,6,3
499,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",6,7,7,4,5,4,2,4,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
501,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,6,6,2,6,1,1,3,6,5,"democratic","win",7,7,1,1,0,0,0,0,5,1
502,"Civic Coalition (KO)","Civic Coalition (KO)",1,6,"knowledgeable",7,7,7,4,4,5,3,3,6,5,"democratic","lose",6,6,1,2,0,1,0,0,4,1
503,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,5,5,6,5,5,4,4,5,2,"democratic","win",5,4,5,4,-1,-1,0,0,4,3
504,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,4,4,4,4,4,4,4,4,2,"undemocratic","win",5,4,4,4,-1,0,0,0,5,4
505,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,6,5,5,5,4,5,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
507,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,4,2,5,4,4,3,2,3,2,"democratic","win",7,3,2,4,-4,2,0,0,4,4
508,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,2,7,4,5,5,6,5,7,2,"democratic","lose",7,7,1,1,0,0,0,0,4,1
509,"Civic Coalition (KO)","Civic Coalition (KO)",7,4,"knowledgeable",5,7,7,7,7,3,4,2,6,5,"democratic","lose",6,6,1,1,0,0,0,0,5,1
510,"Civic Coalition (KO)","Abstain",1,1,"knowledgeable",7,7,7,7,7,7,5,3,6,4,"undemocratic","lose",6,5,1,1,-1,0,0,1,5,1
511,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",1,5,1,4,4,4,5,4,6,4,"undemocratic","win",6,6,2,4,0,2,0,0,4,2
512,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",7,7,6,5,6,7,3,6,6,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
513,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",4,4,7,7,7,7,4,4,7,2,"undemocratic","lose",4,4,4,4,0,0,0,0,4,3
514,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,5,7,5,2,5,2,6,6,4,"democratic","lose",7,7,1,1,0,0,0,0,7,1
515,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",4,4,3,4,4,4,3,5,5,3,"democratic","lose",6,7,1,1,1,0,0,0,5,1
516,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",7,7,7,1,5,4,5,3,6,5,"democratic","win",6,6,1,1,0,0,0,0,5,1
518,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"unknowledgeable",4,4,3,5,4,4,4,4,6,5,"undemocratic","lose",7,7,1,2,0,1,0,0,6,1
519,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,2,2,6,6,5,6,3,4,3,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
520,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"unknowledgeable",3,4,3,6,3,4,5,7,4,2,"undemocratic","win",4,4,4,4,0,0,0,0,2,2
521,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",6,6,7,5,4,4,NA,4,6,2,"undemocratic","lose",4,3,2,2,-1,0,0,0,3,2
523,"Law and Justice (PiS)","Law and Justice (PiS)",1,1,"knowledgeable",3,3,4,3,1,7,4,1,7,1,"undemocratic","lose",7,7,4,4,0,0,0,0,6,4
524,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,7,6,7,6,5,1,4,6,5,"democratic","win",7,6,1,1,-1,0,0,0,6,1
525,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,7,7,5,6,6,6,5,6,3,"undemocratic","win",6,4,4,4,-2,0,0,0,5,4
526,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,5,4,5,4,3,6,5,"democratic","win",6,6,5,5,0,0,0,0,5,1
527,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",7,4,2,7,5,5,4,4,7,2,"democratic","win",7,7,1,1,0,0,0,0,7,1
528,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,3,7,6,4,6,4,6,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
529,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,7,7,1,3,3,6,4,7,5,"democratic","lose",6,7,1,1,1,0,0,0,5,2
530,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,6,7,2,6,6,2,4,6,5,"undemocratic","win",6,6,1,1,0,0,0,0,6,1
531,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",1,1,2,7,7,7,4,4,6,1,"democratic","lose",6,6,2,2,0,0,0,0,4,1
532,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,7,7,4,5,2,3,3,7,5,"democratic","win",7,7,1,1,0,0,0,0,5,1
533,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",6,5,3,6,5,6,1,5,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
534,"Civic Coalition (KO)","Civic Coalition (KO)",2,3,"knowledgeable",7,7,5,4,4,6,4,3,7,5,"undemocratic","win",7,7,2,2,0,0,0,0,5,2
535,"Law and Justice (PiS)","Law and Justice (PiS)",7,6,"knowledgeable",7,6,7,6,6,6,4,6,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
536,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",6,7,7,2,4,2,NA,3,6,1,"undemocratic","lose",6,6,1,1,0,0,0,0,5,1
537,"Civic Coalition (KO)","Civic Coalition (KO)",6,7,"knowledgeable",6,6,7,7,2,2,2,3,6,5,"democratic","lose",6,6,2,1,0,-1,0,0,5,1
538,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,6,5,1,4,3,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
539,"Law and Justice (PiS)","Law and Justice (PiS)",4,6,"knowledgeable",6,7,7,6,2,2,3,6,2,2,"democratic","win",1,1,1,1,0,0,0,0,2,2
541,"Law and Justice (PiS)","Law and Justice (PiS)",3,2,"knowledgeable",6,6,6,6,5,4,4,6,6,5,"undemocratic","win",6,6,3,2,0,-1,0,0,6,1
542,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",6,5,3,6,5,6,6,1,7,5,"undemocratic","lose",6,6,1,1,0,0,0,0,4,1
543,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,5,5,6,6,3,2,3,6,1,"democratic","lose",7,7,1,1,0,0,0,0,6,1
544,"Civic Coalition (KO)","Civic Coalition (KO)",2,1,"knowledgeable",7,1,7,4,5,2,NA,4,6,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
545,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,3,3,4,5,3,7,4,"democratic","win",6,6,1,1,0,0,0,0,4,1
547,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",4,5,7,2,4,3,3,3,6,3,"democratic","lose",6,6,5,5,0,0,0,0,4,1
548,"Law and Justice (PiS)","Abstain",3,3,"knowledgeable",6,6,7,5,6,4,2,4,6,5,"undemocratic","lose",7,5,2,5,-2,3,0,1,6,1
549,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"unknowledgeable",5,4,3,5,3,5,5,4,3,3,"democratic","win",6,6,1,5,0,4,0,0,4,2
550,"Civic Coalition (KO)","Civic Coalition (KO)",6,2,"unknowledgeable",3,3,3,3,5,5,6,4,1,2,"democratic","lose",5,1,1,5,-4,4,0,0,5,1
551,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"unknowledgeable",6,3,6,6,6,6,3,7,6,3,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
553,"Civic Coalition (KO)","Civic Coalition (KO)",1,4,"unknowledgeable",6,5,5,6,6,3,NA,4,6,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
554,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",6,6,6,3,3,6,5,6,7,5,"democratic","win",4,7,1,1,3,0,0,0,6,1
556,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,4,4,4,4,4,4,4,4,4,"democratic","win",6,6,2,6,0,4,0,0,4,4
557,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",1,7,7,5,1,6,2,3,6,5,"undemocratic","win",6,6,1,1,0,0,0,0,3,1
558,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,6,7,5,5,5,4,4,6,3,"democratic","lose",3,3,3,3,0,0,0,0,2,2
560,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,7,7,6,6,5,3,4,6,5,"democratic","lose",7,7,1,1,0,0,0,0,7,2
561,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,7,7,1,2,3,5,4,7,5,"democratic","win",6,6,1,1,0,0,0,0,4,1
562,"Civic Coalition (KO)","Civic Coalition (KO)",1,3,"knowledgeable",7,7,7,5,2,1,3,4,7,5,"undemocratic","win",7,6,1,2,-1,1,0,0,7,3
563,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"unknowledgeable",4,5,4,4,2,5,2,4,5,2,"undemocratic","win",4,6,5,1,2,-4,0,0,5,1
564,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,5,6,5,4,3,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
565,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"unknowledgeable",7,7,7,2,5,4,4,3,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
566,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",7,7,7,5,5,4,5,6,6,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
567,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,4,2,1,1,4,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
568,"Civic Coalition (KO)","Civic Coalition (KO)",5,7,"knowledgeable",5,6,6,5,6,5,5,4,5,2,"democratic","lose",5,5,2,1,0,-1,0,0,3,1
569,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"unknowledgeable",7,6,7,4,2,4,4,3,6,5,"undemocratic","win",6,7,3,1,1,-2,0,0,6,1
570,"Law and Justice (PiS)","Abstain",4,4,"knowledgeable",5,6,6,3,3,4,2,6,4,3,"democratic","win",4,2,1,2,-2,1,0,1,1,1
571,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",7,7,7,7,6,6,4,4,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
572,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",7,5,2,5,5,4,6,5,6,2,"democratic","lose",7,7,1,1,0,0,0,0,5,4
573,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",6,7,7,3,7,1,5,2,7,4,"undemocratic","lose",6,6,1,1,0,0,0,0,4,1
575,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",5,2,5,2,2,4,1,2,5,1,"undemocratic","lose",6,6,1,1,0,0,0,0,3,1
576,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"knowledgeable",7,7,7,6,7,1,NA,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
577,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",5,3,3,4,6,2,5,2,6,3,"democratic","win",6,6,2,2,0,0,0,0,5,1
579,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,1,4,4,3,2,7,5,"undemocratic","win",6,6,1,1,0,0,0,0,5,1
581,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",7,7,6,6,3,4,4,6,6,4,"undemocratic","lose",3,4,2,2,1,0,0,0,4,2
583,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",7,7,6,6,6,4,1,5,6,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
584,"Law and Justice (PiS)","Law and Justice (PiS)",2,1,"unknowledgeable",6,5,5,6,6,5,2,4,4,3,"undemocratic","lose",7,4,4,7,-3,3,0,0,5,5
585,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",3,5,2,4,5,2,5,4,7,4,"democratic","lose",6,6,1,1,0,0,0,0,4,4
586,"Civic Coalition (KO)","Abstain",3,4,"knowledgeable",6,6,3,6,4,5,3,4,6,4,"undemocratic","win",6,5,4,4,-1,0,0,1,5,3
587,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,6,6,5,1,2,4,3,7,5,"democratic","win",7,6,1,1,-1,0,0,0,4,1
588,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"knowledgeable",6,5,5,6,4,5,4,6,3,3,"democratic","win",6,5,4,5,-1,1,0,0,5,3
589,"Law and Justice (PiS)","Civic Coalition (KO)",3,3,"knowledgeable",5,5,5,5,5,5,2,6,6,4,"undemocratic","win",6,4,3,4,-2,1,1,0,5,3
590,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",4,5,3,4,2,4,NA,3,7,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
591,"Law and Justice (PiS)","Law and Justice (PiS)",5,3,"knowledgeable",7,7,7,7,7,7,5,4,7,1,"democratic","win",6,6,6,6,0,0,0,0,4,4
592,"Law and Justice (PiS)","Law and Justice (PiS)",3,2,"unknowledgeable",6,6,5,6,4,3,1,6,6,4,"undemocratic","lose",7,6,1,1,-1,0,0,0,6,1
593,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",7,4,7,5,6,6,4,3,6,1,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
594,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",6,4,3,6,6,6,1,4,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
595,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"unknowledgeable",6,2,5,5,2,6,4,4,6,2,"democratic","lose",7,7,1,1,0,0,0,0,6,1
596,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",7,7,6,4,3,4,4,3,7,3,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
597,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,4,3,3,4,4,6,4,"democratic","win",6,6,1,2,0,1,0,0,5,1
598,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",2,6,6,6,6,6,5,4,7,1,"undemocratic","lose",6,6,1,1,0,0,0,0,2,1
599,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"unknowledgeable",7,7,7,1,1,3,2,3,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
601,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"unknowledgeable",7,7,7,3,3,3,5,4,7,3,"democratic","lose",6,6,1,1,0,0,0,0,5,1
602,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"unknowledgeable",7,4,4,3,4,2,NA,4,6,1,"democratic","win",7,7,1,1,0,0,0,0,6,1
604,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,7,7,5,3,5,5,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
605,"Civic Coalition (KO)","Law and Justice (PiS)",4,2,"unknowledgeable",4,1,7,7,2,3,2,4,6,2,"undemocratic","win",7,7,1,5,0,4,1,0,1,1
606,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",7,6,7,4,4,2,4,3,6,1,"democratic","lose",6,6,1,1,0,0,0,0,3,1
607,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",6,6,6,6,6,6,2,4,6,4,"democratic","lose",6,6,2,1,0,-1,0,0,6,2
608,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",5,5,5,4,6,5,6,4,6,3,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
609,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",7,6,7,6,2,5,4,5,7,4,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
610,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",6,6,7,6,6,7,2,6,7,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
611,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,6,6,4,6,5,4,4,6,5,"undemocratic","lose",6,6,2,1,0,-1,0,0,4,1
612,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,6,6,4,6,4,6,4,"undemocratic","win",7,6,2,2,-1,0,0,0,6,2
614,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",4,5,2,4,6,4,5,4,6,2,"democratic","lose",7,7,1,1,0,0,0,0,5,1
615,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",1,7,7,5,5,1,4,2,7,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
616,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,2,7,3,5,4,5,4,7,4,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
617,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,7,7,6,5,6,NA,4,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
618,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",4,3,2,4,4,4,4,2,5,2,"democratic","lose",6,6,1,1,0,0,0,0,4,1
619,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"unknowledgeable",6,7,7,7,6,6,4,2,7,3,"democratic","lose",7,7,5,5,0,0,0,0,7,1
620,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",6,4,6,4,4,3,NA,4,5,3,"undemocratic","win",5,5,1,1,0,0,0,0,4,1
621,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",6,1,1,6,3,3,2,4,6,3,"undemocratic","lose",7,7,1,1,0,0,0,0,5,2
622,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"unknowledgeable",6,6,6,4,6,6,2,4,6,1,"undemocratic","win",6,5,6,3,-1,-3,0,0,7,4
623,"Civic Coalition (KO)","Civic Coalition (KO)",5,3,"knowledgeable",7,2,1,5,7,5,3,1,6,5,"democratic","win",7,7,3,3,0,0,0,0,6,2
624,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"unknowledgeable",4,4,5,3,4,4,3,4,2,4,"democratic","lose",6,6,1,1,0,0,0,0,5,1
625,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",6,7,6,6,6,7,2,6,6,5,"democratic","win",7,7,2,2,0,0,0,0,5,2
627,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",7,7,7,1,2,2,NA,2,6,4,"democratic","win",7,5,1,3,-2,2,0,0,4,1
628,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",7,6,7,3,4,4,4,6,6,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
629,"Law and Justice (PiS)","Law and Justice (PiS)",2,3,"unknowledgeable",6,5,6,6,6,6,3,6,5,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,2
630,"Law and Justice (PiS)","Law and Justice (PiS)",2,2,"knowledgeable",6,5,5,4,5,3,3,4,6,5,"undemocratic","lose",7,7,2,2,0,0,0,0,6,1
631,"Civic Coalition (KO)","Civic Coalition (KO)",7,6,"unknowledgeable",5,6,7,4,5,5,4,4,6,1,"democratic","lose",4,6,2,2,2,0,0,0,4,2
633,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,5,5,3,5,3,5,4,6,3,"undemocratic","lose",7,6,5,5,-1,0,0,0,5,4
634,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",7,7,5,5,7,7,4,6,3,3,"democratic","win",6,7,1,1,1,0,0,0,5,1
635,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",5,3,3,2,3,5,3,4,4,2,"democratic","win",3,6,6,2,3,-4,0,0,4,1
636,"Law and Justice (PiS)","Abstain",5,5,"knowledgeable",5,5,5,5,5,5,4,5,5,4,"undemocratic","win",6,6,5,5,0,0,0,1,4,4
637,"Civic Coalition (KO)","Civic Coalition (KO)",3,7,"knowledgeable",7,7,7,7,6,4,4,4,7,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
638,"Law and Justice (PiS)","Law and Justice (PiS)",7,5,"knowledgeable",5,6,6,4,5,4,5,6,6,4,"democratic","lose",6,7,2,2,1,0,0,0,6,4
639,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,6,7,5,3,3,5,5,7,3,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
640,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"unknowledgeable",4,5,6,5,4,4,3,7,7,3,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
641,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"unknowledgeable",7,6,5,4,2,4,6,6,6,2,"democratic","win",7,7,1,1,0,0,0,0,7,1
642,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",7,3,4,4,5,7,5,6,7,4,"democratic","win",7,7,1,1,0,0,0,0,7,1
644,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"unknowledgeable",4,4,4,3,4,4,4,4,6,3,"undemocratic","win",3,5,1,4,2,3,0,0,5,1
645,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",7,7,7,6,6,4,1,3,7,5,"undemocratic","lose",6,6,5,5,0,0,0,0,4,4
646,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",7,6,7,2,7,2,5,3,7,1,"undemocratic","lose",7,6,1,1,-1,0,0,0,4,1
